candidate_id,recommended_occupation,system_rank,final_hybrid_score,final_hybrid_percentage,skill_percentage,tfidf_percentage,semantic_percentage,demand_percentage,education_percentage,human_relevant,human_relevance_grade,reviewer_notes
Candidate_007,Software Developer,3,0.3958171720921131,39.58,0.0,24.82,100.0,22.91,0.0,,,
Candidate_007,Information Technology (IT) Analyst,4,0.3875956629582961,38.76,0.0,100.0,95.52,26.64,0.0,,,
Candidate_007,Bookkeeper,5,0.3060032199596656,30.6,0.0,24.04,41.76,29.92,100.0,,,
Candidate_008,Software Developer,1,0.8458171720921132,84.58,100.0,100.0,100.0,22.91,100.0,,,
Candidate_008,Information Technology (IT) Analyst,2,0.7007997630592073,70.08,78.79,92.66,77.64,26.64,100.0,,,
Candidate_008,Secondary School Teacher,3,0.6099978664564449,61.0,87.07,33.8,37.86,36.36,100.0,,,
Candidate_008,Restaurant Manager,4,0.577557406722316,57.76,81.33,16.49,21.6,58.65,100.0,,,
Candidate_008,Food Service Supervisor,5,0.5525408142064236,55.25,63.75,20.88,55.07,68.33,0.0,,,
Candidate_009,Administrative Assistant,1,0.7418403252215322,74.18,100.0,25.05,58.33,43.85,100.0,,,
Candidate_009,Office Administrator,2,0.5374258216714608,53.74,54.95,26.66,39.82,52.86,100.0,,,
Candidate_009,"Driver, Truck",3,0.5200147910672025,52.0,47.6,8.22,21.66,88.8,100.0,,,
Candidate_009,Software Developer,4,0.4933658316587673,49.34,27.87,100.0,100.0,22.91,0.0,,,
Candidate_009,Information Technology (IT) Analyst,5,0.4586776256388556,45.87,41.56,52.31,74.27,26.64,0.0,,,
Candidate_010,Food Service Supervisor,1,0.7210987430006056,72.11,92.66,9.89,45.75,68.33,100.0,,,
Candidate_010,Office Manager,2,0.7183284037038542,71.83,100.0,20.37,46.46,52.86,100.0,,,
Candidate_010,Administrative Assistant,3,0.7033111293405017,70.33,89.8,18.33,57.52,43.85,100.0,,,
Candidate_010,Office Administrator,4,0.5900136329977571,59.0,85.64,15.9,52.73,52.86,0.0,,,
Candidate_010,Retail Sales Associate,5,0.5761875662238991,57.62,87.61,8.98,27.62,86.44,0.0,,,
Candidate_011,Office Manager,1,0.7173995223248091,71.74,100.0,62.7,46.19,52.86,100.0,,,
Candidate_011,Software Developer,2,0.6449509760619834,64.5,42.61,100.0,100.0,22.91,100.0,,,
Candidate_011,Office Administrator,3,0.6151702073663127,61.52,63.89,44.0,53.09,52.86,100.0,,,
Candidate_011,"Driver, Truck",4,0.5957348054574166,59.57,71.43,16.56,19.46,88.8,100.0,,,
Candidate_011,Secondary School Teacher,5,0.5628793829164142,56.29,63.7,48.24,47.77,36.36,100.0,,,
Candidate_012,Software Developer,1,0.8458171720921132,84.58,100.0,38.55,100.0,22.91,100.0,,,
Candidate_012,Information Technology (IT) Analyst,2,0.7706076716664401,77.06,78.79,100.0,97.59,26.64,100.0,,,
Candidate_012,Secondary School Teacher,3,0.6358993310217702,63.59,87.07,5.79,45.26,36.36,100.0,,,
Candidate_012,Restaurant Manager,4,0.5683402876866298,56.83,81.33,0.0,18.97,58.65,100.0,,,
Candidate_012,Food Service Supervisor,5,0.5422318740592976,54.22,63.75,1.59,52.13,68.33,0.0,,,
Candidate_013,Software Developer,1,0.8458171720921132,84.58,100.0,100.0,100.0,22.91,100.0,,,
Candidate_013,Secondary School Teacher,2,0.6420078693737228,64.2,82.18,34.1,51.9,36.36,100.0,,,
Candidate_013,Office Manager,3,0.6418549895531888,64.19,92.47,16.36,32.14,52.86,100.0,,,
Candidate_013,Office Administrator,4,0.6099653767450535,61.0,75.19,9.61,40.31,52.86,100.0,,,
Candidate_013,Bookkeeper,5,0.5867856876671061,58.68,92.61,37.94,29.38,29.92,100.0,,,
Candidate_014,Software Developer,1,0.8458171720921132,84.58,100.0,100.0,100.0,22.91,100.0,,,
Candidate_014,Information Technology (IT) Analyst,2,0.7180046448235917,71.8,74.9,62.84,86.45,26.64,100.0,,,
Candidate_014,Secondary School Teacher,3,0.5869544255161661,58.7,75.27,23.39,43.09,36.36,100.0,,,
Candidate_014,Bookkeeper,4,0.4991491370002179,49.91,63.86,29.26,33.09,29.92,100.0,,,
Candidate_014,Licensed Practical Nurse (L.P.N.),5,0.4938523045908566,49.39,74.18,19.91,20.98,30.39,100.0,,,
Candidate_015,Food Service Supervisor,1,0.7574532664822402,75.75,100.0,10.65,48.8,68.33,100.0,,,
Candidate_015,Administrative Assistant,2,0.7155093291691262,71.55,100.0,21.9,50.81,43.85,100.0,,,
Candidate_015,Software Developer,3,0.3958171720921131,39.58,0.0,100.0,100.0,22.91,0.0,,,
Candidate_015,Information Technology (IT) Analyst,4,0.3538116794503082,35.38,0.0,45.65,85.87,26.64,0.0,,,
Candidate_015,Bookkeeper,5,0.3210759622947202,32.11,0.0,51.79,46.07,29.92,100.0,,,
Candidate_016,Software Developer,1,0.8458171720921132,84.58,100.0,100.0,100.0,22.91,100.0,,,
Candidate_016,Information Technology (IT) Analyst,2,0.7386247567593165,73.86,77.38,35.26,89.86,26.64,100.0,,,
Candidate_016,Inside Sales Representative,3,0.5446658543231258,54.47,77.67,32.78,28.55,86.44,0.0,,,
Candidate_016,Retail Sales Associate,4,0.5414077701172073,54.14,77.67,32.69,27.62,86.44,0.0,,,
Candidate_016,Licensed Practical Nurse (L.P.N.),5,0.5099512336376286,51.0,79.48,29.0,20.28,30.39,100.0,,,
Candidate_017,Administrative Assistant,1,0.7025427323425103,70.25,100.0,39.3,47.1,43.85,100.0,,,
Candidate_017,Office Administrator,2,0.6860714133246636,68.61,92.96,23.43,44.28,52.86,100.0,,,
Candidate_017,Office Manager,3,0.6565411883185116,65.65,89.32,41.92,39.49,52.86,100.0,,,
Candidate_017,Inside Sales Representative,4,0.6086784973140207,60.87,99.78,40.14,24.74,86.44,0.0,,,
Candidate_017,Retail Sales Associate,5,0.6028070595623055,60.28,99.78,40.02,23.06,86.44,0.0,,,
Candidate_018,Food Service Supervisor,1,0.7854482656329288,78.54,100.0,6.37,56.79,68.33,100.0,,,
Candidate_018,Administrative Assistant,2,0.6941560418584811,69.42,100.0,15.94,44.7,43.85,100.0,,,
Candidate_018,Information Technology (IT) Analyst,3,0.4032751741581278,40.33,0.0,100.0,100.0,26.64,0.0,,,
Candidate_018,Software Developer,4,0.3917469611596428,39.17,0.0,23.12,98.84,22.91,0.0,,,
Candidate_018,Inside Sales Representative,5,0.3078376456808203,30.78,0.0,8.1,38.56,86.44,0.0,,,
Candidate_019,Office Manager,1,0.72111843045672,72.11,100.0,16.36,47.25,52.86,100.0,,,
Candidate_019,Software Developer,2,0.7095812807752525,70.96,61.08,100.0,100.0,22.91,100.0,,,
Candidate_019,Bookkeeper,3,0.6655549791703309,66.56,86.52,37.94,57.97,29.92,100.0,,,
Candidate_019,Office Administrator,4,0.6467086525618754,64.67,69.65,9.61,56.34,52.86,100.0,,,
Candidate_019,"Driver, Truck",5,0.5697423828278765,56.97,70.84,9.39,12.62,88.8,100.0,,,
Candidate_020,Software Developer,1,0.8313342789746709,83.13,95.86,89.93,100.0,22.91,100.0,,,
Candidate_020,Office Manager,2,0.6742646307800073,67.43,94.35,88.91,39.52,52.86,100.0,,,
Candidate_020,Office Administrator,3,0.6609584835399128,66.1,82.83,63.43,47.24,52.86,100.0,,,
Candidate_020,Bookkeeper,4,0.6491750787524256,64.92,100.0,74.36,39.81,29.92,100.0,,,
Candidate_020,Secondary School Teacher,5,0.5702062721370142,57.02,67.09,43.11,46.48,36.36,100.0,,,
