candidate_id,selected_occupation,baseline_recommendation_percentage,baseline_occupation_rank,weighted_skill_match_percentage,weighted_skill_rank,hybrid_recommendation_score,hybrid_occupation_rank,rank_change,ranking_change_status,recommendation_explanation
Candidate_014,Secondary School Teacher,56.80044593088071,2,54.941275474735654,2,55.87086070280819,2,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_014,Information Technology (IT) Analyst,56.76716309480566,3,54.90637868075518,3,55.83677088778042,3,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_014,Licensed Practical Nurse (L.P.N.),56.70252980517592,4,53.9130053109775,4,55.30776755807671,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_014,Bookkeeper,55.77195467422096,5,53.65316734353057,5,54.71256100887577,5,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_015,Food Service Supervisor,100.00000000000004,1,100.0,2,100.00000000000003,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_015,Administrative Assistant,100.00000000000004,1,99.99999999999999,3,100.00000000000001,2,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_015,Bookkeeper,100.0,2,100.00000000000003,1,100.00000000000001,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_015,Software Developer,100.0,2,100.00000000000003,1,100.00000000000001,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_015,Continuing Care Assistant,100.0,2,100.0,2,100.0,3,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_016,Software Developer,79.9164524421594,1,79.99584912746323,1,79.95615078481131,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_016,Licensed Practical Nurse (L.P.N.),79.26722884559464,2,79.1429932324459,2,79.20511103902027,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_016,Information Technology (IT) Analyst,79.20087177624409,4,78.99153134954548,3,79.09620156289478,3,1,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_016,Secondary School Teacher,79.09698996655517,5,78.7091580988621,5,78.90307403270864,4,1,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_016,Restaurant Manager,78.99236641221374,6,78.27370729163516,6,78.63303685192446,5,1,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_017,Administrative Assistant,86.15126050420167,1,89.27267918540068,2,87.71196984480117,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_017,Bookkeeper,85.41076487252124,5,89.90811443083051,1,87.65943965167588,2,3,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_017,Inside Sales Representative,86.13998613998614,2,88.72179092176465,3,87.4308885308754,3,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_017,Retail Sales Associate,86.13998613998614,2,88.72179092176465,3,87.4308885308754,3,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_017,Office Administrator,85.79545454545455,3,87.38537444544924,4,86.5904144954519,4,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_018,Food Service Supervisor,100.00000000000004,1,100.0,2,100.00000000000003,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_018,Administrative Assistant,100.00000000000004,1,99.99999999999999,3,100.00000000000001,2,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_018,Bookkeeper,100.0,2,100.00000000000003,1,100.00000000000001,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_018,Software Developer,100.0,2,100.00000000000003,1,100.00000000000001,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_018,Continuing Care Assistant,100.0,2,100.0,2,100.0,3,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_019,Office Manager,74.10071942446042,1,75.149187657535,1,74.62495354099771,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_019,Bookkeeper,73.47733711048159,2,74.63192290307332,2,74.05463000677744,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_019,Office Administrator,72.69736842105264,4,75.149187657535,1,73.92327803929382,3,1,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_019,Software Developer,72.30077120822622,5,74.48884520390038,3,73.3948082060633,4,1,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_019,Food Service Supervisor,72.16129032258065,6,74.0624400490653,4,73.11186518582298,5,1,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_020,Software Developer,62.66066838046272,2,65.05504398397511,1,63.85785618221891,1,1,Improved,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_020,Bookkeeper,62.85410764872521,1,64.69461763802676,2,63.77436264337598,2,-1,Decreased,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_020,Office Manager,62.58992805755395,3,62.534562102984225,3,62.562245080269086,3,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_020,Office Administrator,62.05143540669857,4,62.534562102984225,3,62.2929987548414,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_020,Secondary School Teacher,61.3154960981048,5,62.1235959167246,5,61.7195460074147,5,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_021,Software Developer,62.66066838046272,2,65.05504398397511,1,63.85785618221891,1,1,Improved,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_021,Bookkeeper,62.85410764872521,1,64.69461763802676,2,63.77436264337598,2,-1,Decreased,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_021,Office Manager,62.58992805755395,3,62.534562102984225,3,62.562245080269086,3,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_021,Office Administrator,62.05143540669857,4,62.534562102984225,3,62.2929987548414,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_021,Secondary School Teacher,61.3154960981048,5,62.1235959167246,5,61.7195460074147,5,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_022,Office Manager,97.12230215827336,1,100.0,1,98.56115107913668,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_022,Food Service Supervisor,96.77419354838712,2,100.0,1,98.38709677419357,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_022,Administrative Assistant,96.63865546218489,3,99.99999999999999,2,98.31932773109244,3,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_022,Inside Sales Representative,96.53499653499654,4,100.0,1,98.26749826749827,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_022,Retail Sales Associate,96.53499653499654,4,100.0,1,98.26749826749827,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_023,Office Manager,54.67625899280575,1,56.572180493216095,2,55.624219743010926,1,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_023,Software Developer,53.82390745501285,3,57.02508223130063,1,55.42449484315674,2,1,Improved,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_023,Office Administrator,53.82775119617226,2,56.572180493216095,2,55.19996584469418,3,-1,Decreased,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_023,Secondary School Teacher,53.65105908584169,4,56.08649518861366,3,54.868777137227674,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_023,Administrative Assistant,52.537815126050425,6,54.65749801639777,4,53.59765657122409,5,1,Improved,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_024,Office Manager,74.10071942446042,1,75.149187657535,1,74.62495354099771,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_024,Bookkeeper,73.47733711048159,2,74.63192290307332,2,74.05463000677744,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_024,Office Administrator,72.69736842105264,4,75.149187657535,1,73.92327803929382,3,1,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_024,Software Developer,72.30077120822622,5,74.48884520390038,3,73.3948082060633,4,1,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_024,Food Service Supervisor,72.16129032258065,6,74.0624400490653,4,73.11186518582298,5,1,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_025,Software Developer,69.47300771208226,1,68.63593523560694,1,69.0544714738446,1,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_025,Information Technology (IT) Analyst,67.39556847075916,2,65.41061300598243,2,66.40309073837079,2,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_025,Secondary School Teacher,66.88963210702342,3,64.87505030917274,3,65.88234120809807,3,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_025,Bookkeeper,66.8201133144476,4,64.8491979421497,4,65.83465562829865,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_025,Licensed Practical Nurse (L.P.N.),66.1529514393719,5,62.15501811779739,6,64.15398477858464,5,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_026,Software Developer,68.66966580976863,1,67.4993868029207,1,68.08452630634466,1,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_026,Licensed Practical Nurse (L.P.N.),67.98487932538528,2,66.5279992717117,2,67.25643929854849,2,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_026,Secondary School Teacher,67.61426978818284,3,66.29834254143645,3,66.95630616480965,3,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_026,Restaurant Manager,67.14503816793894,4,65.77457494086637,4,66.45980655440266,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_026,Information Technology (IT) Analyst,66.93788594260806,5,65.41061300598243,5,66.17424947429524,5,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_027,Office Manager,54.67625899280575,1,56.572180493216095,2,55.624219743010926,1,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_027,Software Developer,53.82390745501285,3,57.02508223130063,1,55.42449484315674,2,1,Improved,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_027,Office Administrator,53.82775119617226,2,56.572180493216095,2,55.19996584469418,3,-1,Decreased,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_027,Secondary School Teacher,53.65105908584169,4,56.08649518861366,3,54.868777137227674,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_027,Administrative Assistant,52.537815126050425,6,54.65749801639777,4,53.59765657122409,5,1,Improved,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_028,Office Manager,54.67625899280575,1,56.572180493216095,2,55.624219743010926,1,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_028,Software Developer,53.82390745501285,3,57.02508223130063,1,55.42449484315674,2,1,Improved,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_028,Office Administrator,53.82775119617226,2,56.572180493216095,2,55.19996584469418,3,-1,Decreased,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_028,Secondary School Teacher,53.65105908584169,4,56.08649518861366,3,54.868777137227674,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_028,Administrative Assistant,52.537815126050425,6,54.65749801639777,4,53.59765657122409,5,1,Improved,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_029,Food Service Supervisor,100.00000000000004,1,100.0,2,100.00000000000003,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_029,Administrative Assistant,100.00000000000004,1,99.99999999999999,3,100.00000000000001,2,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_029,Bookkeeper,100.0,2,100.00000000000003,1,100.00000000000001,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_029,Software Developer,100.0,2,100.00000000000003,1,100.00000000000001,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_029,Continuing Care Assistant,100.0,2,100.0,2,100.0,3,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_030,Office Manager,54.67625899280575,1,56.572180493216095,2,55.624219743010926,1,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_030,Software Developer,53.82390745501285,3,57.02508223130063,1,55.42449484315674,2,1,Improved,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_030,Office Administrator,53.82775119617226,2,56.572180493216095,2,55.19996584469418,3,-1,Decreased,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_030,Secondary School Teacher,53.65105908584169,4,56.08649518861366,3,54.868777137227674,4,0,Unchanged,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_030,Administrative Assistant,52.537815126050425,6,54.65749801639777,4,53.59765657122409,5,1,Improved,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_031,Administrative Assistant,86.15126050420167,1,89.27267918540068,2,87.71196984480117,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_031,Bookkeeper,85.41076487252124,5,89.90811443083051,1,87.65943965167588,2,3,Improved,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_031,Inside Sales Representative,86.13998613998614,2,88.72179092176465,3,87.4308885308754,3,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_031,Retail Sales Associate,86.13998613998614,2,88.72179092176465,3,87.4308885308754,3,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_031,Office Administrator,85.79545454545455,3,87.38537444544924,4,86.5904144954519,4,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_032,Food Service Supervisor,100.00000000000004,1,100.0,2,100.00000000000003,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_032,Administrative Assistant,100.00000000000004,1,99.99999999999999,3,100.00000000000001,2,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_032,Bookkeeper,100.0,2,100.00000000000003,1,100.00000000000001,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_032,Software Developer,100.0,2,100.00000000000003,1,100.00000000000001,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_032,Continuing Care Assistant,100.0,2,100.0,2,100.0,3,-1,Decreased,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_033,Administrative Assistant,89.91596638655463,1,96.57233536101559,1,93.24415087378512,1,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_033,Office Manager,89.20863309352518,2,94.03761839023187,3,91.62312574187852,2,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_033,Office Administrator,88.2177033492823,3,94.03761839023187,3,91.12766086975708,3,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_033,"Driver, Truck",88.11881188118811,4,94.1291279569053,2,91.1239699190467,4,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_033,Inside Sales Representative,87.45668745668745,5,93.68613081517594,4,90.5714091359317,5,0,Unchanged,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
