candidate_id,CIP2020Code,CIP2020Title,cip_recommendation_score,supporting_occupations,best_occupation_rank,max_occupation_score,cip_recommendation_percentage,cip_rank,support_factor,adjusted_cip_score
Candidate_007,12.0503,Culinary Arts/Chef Training.,100.00000000000003,1,1,100.00000000000003,100.0,2,1.0,100.0
Candidate_007,12.0504,"Restaurant, Culinary, and Catering Management/Manager.",100.00000000000003,1,1,100.00000000000003,100.0,3,1.0,100.0
Candidate_007,12.0507,"Food Service, Waiter/Waitress, and Dining Room Management/Manager.",100.00000000000003,1,1,100.00000000000003,100.0,4,1.0,100.0
Candidate_007,19.0505,Foodservice Systems Administration/Management.,100.00000000000003,1,1,100.00000000000003,100.0,5,1.0,100.0
Candidate_008,11.0103,Information Technology.,67.80377587618835,2,1,68.66966580976863,74.5841534638072,1,1.1,74.5841534638072
Candidate_008,11.0104,Informatics.,67.80377587618835,2,1,68.66966580976863,74.5841534638072,2,1.1,74.5841534638072
Candidate_008,11.0201,"Computer Programming/Programmer, General.",67.80377587618835,2,1,68.66966580976863,74.5841534638072,3,1.1,74.5841534638072
Candidate_008,11.0202,"Computer Programming, Specific Applications.",67.80377587618835,2,1,68.66966580976863,74.5841534638072,4,1.1,74.5841534638072
Candidate_008,11.0203,"Computer Programming, Vendor/Product Certification.",67.80377587618835,2,1,68.66966580976863,74.5841534638072,5,1.1,74.5841534638072
Candidate_009,52.0401,"Administrative Assistant and Secretarial Science, General.",24.41144807205179,2,1,25.647058823529413,26.85259287925697,1,1.1,26.85259287925697
Candidate_009,52.0402,Executive Assistant/Executive Secretary.,24.41144807205179,2,1,25.647058823529413,26.85259287925697,2,1.1,26.85259287925697
Candidate_009,49.0205,Truck and Bus Driver/Commercial Vehicle Operator and Instructor.,22.797491646520797,2,3,22.82270606531882,25.077240811172878,3,1.1,25.077240811172878
Candidate_009,1.0106,Agricultural Business Technology/Technician.,23.175837320574168,1,2,23.175837320574168,23.175837320574168,4,1.0,23.175837320574168
Candidate_009,1.8201,"Veterinary Administrative Services, General.",23.175837320574168,1,2,23.175837320574168,23.175837320574168,5,1.0,23.175837320574168
Candidate_010,52.0401,"Administrative Assistant and Secretarial Science, General.",96.88047881022914,2,1,97.12230215827337,100.0,1,1.1,100.0
Candidate_010,52.0402,Executive Assistant/Executive Secretary.,96.88047881022914,2,1,97.12230215827337,100.0,2,1.1,100.0
Candidate_010,1.0106,Agricultural Business Technology/Technician.,97.12230215827337,1,1,97.12230215827337,97.12230215827337,3,1.0,97.12230215827337
Candidate_010,1.8201,"Veterinary Administrative Services, General.",97.12230215827337,1,1,97.12230215827337,97.12230215827337,4,1.0,97.12230215827337
Candidate_010,1.8202,Veterinary Office Management/Administration.,97.12230215827337,1,1,97.12230215827337,97.12230215827337,5,1.0,97.12230215827337
Candidate_011,1.0106,Agricultural Business Technology/Technician.,65.33036728511928,2,1,66.18705035971223,71.86340401363121,1,1.1,71.86340401363121
Candidate_011,1.8201,"Veterinary Administrative Services, General.",65.33036728511928,2,1,66.18705035971223,71.86340401363121,2,1.1,71.86340401363121
Candidate_011,1.8202,Veterinary Office Management/Administration.,65.33036728511928,2,1,66.18705035971223,71.86340401363121,3,1.1,71.86340401363121
Candidate_011,1.8203,Veterinary Reception/Receptionist.,65.33036728511928,2,1,66.18705035971223,71.86340401363121,4,1.1,71.86340401363121
Candidate_011,1.8204,Veterinary Administrative/Executive Assistant and Veterinary Secretary.,65.33036728511928,2,1,66.18705035971223,71.86340401363121,5,1.1,71.86340401363121
Candidate_012,11.0103,Information Technology.,67.80377587618835,2,1,68.66966580976863,74.5841534638072,1,1.1,74.5841534638072
Candidate_012,11.0104,Informatics.,67.80377587618835,2,1,68.66966580976863,74.5841534638072,2,1.1,74.5841534638072
Candidate_012,11.0201,"Computer Programming/Programmer, General.",67.80377587618835,2,1,68.66966580976863,74.5841534638072,3,1.1,74.5841534638072
Candidate_012,11.0202,"Computer Programming, Specific Applications.",67.80377587618835,2,1,68.66966580976863,74.5841534638072,4,1.1,74.5841534638072
Candidate_012,11.0203,"Computer Programming, Vendor/Product Certification.",67.80377587618835,2,1,68.66966580976863,74.5841534638072,5,1.1,74.5841534638072
Candidate_013,1.0106,Agricultural Business Technology/Technician.,51.31794086262091,2,3,51.798561151079134,56.449734948883005,1,1.1,56.449734948883005
Candidate_013,1.8201,"Veterinary Administrative Services, General.",51.31794086262091,2,3,51.798561151079134,56.449734948883005,2,1.1,56.449734948883005
Candidate_013,1.8202,Veterinary Office Management/Administration.,51.31794086262091,2,3,51.798561151079134,56.449734948883005,3,1.1,56.449734948883005
Candidate_013,1.8203,Veterinary Reception/Receptionist.,51.31794086262091,2,3,51.798561151079134,56.449734948883005,4,1.1,56.449734948883005
Candidate_013,1.8204,Veterinary Administrative/Executive Assistant and Veterinary Secretary.,51.31794086262091,2,3,51.798561151079134,56.449734948883005,5,1.1,56.449734948883005
Candidate_014,11.0103,Information Technology.,57.89836303840541,2,1,59.029562982005146,63.68819934224595,1,1.1,63.68819934224595
Candidate_014,11.0104,Informatics.,57.89836303840541,2,1,59.029562982005146,63.68819934224595,2,1.1,63.68819934224595
Candidate_014,11.0201,"Computer Programming/Programmer, General.",57.89836303840541,2,1,59.029562982005146,63.68819934224595,3,1.1,63.68819934224595
Candidate_014,11.0202,"Computer Programming, Specific Applications.",57.89836303840541,2,1,59.029562982005146,63.68819934224595,4,1.1,63.68819934224595
Candidate_014,11.0203,"Computer Programming, Vendor/Product Certification.",57.89836303840541,2,1,59.029562982005146,63.68819934224595,5,1.1,63.68819934224595
Candidate_015,12.05,"Cooking and Related Culinary Arts, General.",100.00000000000003,1,1,100.00000000000003,100.0,1,1.0,100.0
Candidate_015,12.0503,Culinary Arts/Chef Training.,100.00000000000003,1,1,100.00000000000003,100.0,2,1.0,100.0
Candidate_015,12.0504,"Restaurant, Culinary, and Catering Management/Manager.",100.00000000000003,1,1,100.00000000000003,100.0,3,1.0,100.0
Candidate_015,12.0507,"Food Service, Waiter/Waitress, and Dining Room Management/Manager.",100.00000000000003,1,1,100.00000000000003,100.0,4,1.0,100.0
Candidate_015,19.0505,Foodservice Systems Administration/Management.,100.00000000000003,1,1,100.00000000000003,100.0,5,1.0,100.0
Candidate_016,11.0103,Information Technology.,79.55866210920175,2,1,79.9164524421594,87.51452832012193,1,1.1,87.51452832012193
Candidate_016,11.0104,Informatics.,79.55866210920175,2,1,79.9164524421594,87.51452832012193,2,1.1,87.51452832012193
Candidate_016,11.0201,"Computer Programming/Programmer, General.",79.55866210920175,2,1,79.9164524421594,87.51452832012193,3,1.1,87.51452832012193
Candidate_016,11.0202,"Computer Programming, Specific Applications.",79.55866210920175,2,1,79.9164524421594,87.51452832012193,4,1.1,87.51452832012193
Candidate_016,11.0203,"Computer Programming, Vendor/Product Certification.",79.55866210920175,2,1,79.9164524421594,87.51452832012193,5,1.1,87.51452832012193
Candidate_017,52.0401,"Administrative Assistant and Secretarial Science, General.",85.8527419470077,3,1,86.15126050420167,100.0,1,1.2,100.0
Candidate_017,52.0402,Executive Assistant/Executive Secretary.,85.8527419470077,3,1,86.15126050420167,100.0,2,1.2,100.0
Candidate_017,1.0106,Agricultural Business Technology/Technician.,85.70348266841071,2,3,85.79545454545455,94.2738309352518,3,1.1,94.2738309352518
Candidate_017,1.8201,"Veterinary Administrative Services, General.",85.70348266841071,2,3,85.79545454545455,94.2738309352518,4,1.1,94.2738309352518
Candidate_017,1.8202,Veterinary Office Management/Administration.,85.70348266841071,2,3,85.79545454545455,94.2738309352518,5,1.1,94.2738309352518
Candidate_018,12.05,"Cooking and Related Culinary Arts, General.",100.00000000000003,1,1,100.00000000000003,100.0,1,1.0,100.0
Candidate_018,12.0503,Culinary Arts/Chef Training.,100.00000000000003,1,1,100.00000000000003,100.0,2,1.0,100.0
Candidate_018,12.0504,"Restaurant, Culinary, and Catering Management/Manager.",100.00000000000003,1,1,100.00000000000003,100.0,3,1.0,100.0
Candidate_018,12.0507,"Food Service, Waiter/Waitress, and Dining Room Management/Manager.",100.00000000000003,1,1,100.00000000000003,100.0,4,1.0,100.0
Candidate_018,19.0505,Foodservice Systems Administration/Management.,100.00000000000003,1,1,100.00000000000003,100.0,5,1.0,100.0
Candidate_019,1.0106,Agricultural Business Technology/Technician.,73.39904392275653,2,1,74.10071942446042,80.73894831503219,1,1.1,80.73894831503219
Candidate_019,1.8201,"Veterinary Administrative Services, General.",73.39904392275653,2,1,74.10071942446042,80.73894831503219,2,1.1,80.73894831503219
Candidate_019,1.8202,Veterinary Office Management/Administration.,73.39904392275653,2,1,74.10071942446042,80.73894831503219,3,1.1,80.73894831503219
Candidate_019,1.8203,Veterinary Reception/Receptionist.,73.39904392275653,2,1,74.10071942446042,80.73894831503219,4,1.1,80.73894831503219
Candidate_019,1.8204,Veterinary Administrative/Executive Assistant and Veterinary Secretary.,73.39904392275653,2,1,74.10071942446042,80.73894831503219,5,1.1,80.73894831503219
Candidate_020,1.0106,Agricultural Business Technology/Technician.,62.32068173212626,2,3,62.58992805755395,68.55274990533889,1,1.1,68.55274990533889
Candidate_020,1.8201,"Veterinary Administrative Services, General.",62.32068173212626,2,3,62.58992805755395,68.55274990533889,2,1.1,68.55274990533889
Candidate_020,1.8202,Veterinary Office Management/Administration.,62.32068173212626,2,3,62.58992805755395,68.55274990533889,3,1.1,68.55274990533889
Candidate_020,1.8203,Veterinary Reception/Receptionist.,62.32068173212626,2,3,62.58992805755395,68.55274990533889,4,1.1,68.55274990533889
Candidate_020,1.8204,Veterinary Administrative/Executive Assistant and Veterinary Secretary.,62.32068173212626,2,3,62.58992805755395,68.55274990533889,5,1.1,68.55274990533889
Candidate_021,1.0106,Agricultural Business Technology/Technician.,62.32068173212626,2,3,62.58992805755395,68.55274990533889,1,1.1,68.55274990533889
Candidate_021,1.8201,"Veterinary Administrative Services, General.",62.32068173212626,2,3,62.58992805755395,68.55274990533889,2,1.1,68.55274990533889
Candidate_021,1.8202,Veterinary Office Management/Administration.,62.32068173212626,2,3,62.58992805755395,68.55274990533889,3,1.1,68.55274990533889
Candidate_021,1.8203,Veterinary Reception/Receptionist.,62.32068173212626,2,3,62.58992805755395,68.55274990533889,4,1.1,68.55274990533889
Candidate_021,1.8204,Veterinary Administrative/Executive Assistant and Veterinary Secretary.,62.32068173212626,2,3,62.58992805755395,68.55274990533889,5,1.1,68.55274990533889
Candidate_022,52.0401,"Administrative Assistant and Secretarial Science, General.",96.88047881022914,2,1,97.12230215827337,100.0,1,1.1,100.0
Candidate_022,52.0402,Executive Assistant/Executive Secretary.,96.88047881022914,2,1,97.12230215827337,100.0,2,1.1,100.0
Candidate_022,1.0106,Agricultural Business Technology/Technician.,97.12230215827337,1,1,97.12230215827337,97.12230215827337,3,1.0,97.12230215827337
Candidate_022,1.8201,"Veterinary Administrative Services, General.",97.12230215827337,1,1,97.12230215827337,97.12230215827337,4,1.0,97.12230215827337
Candidate_022,1.8202,Veterinary Office Management/Administration.,97.12230215827337,1,1,97.12230215827337,97.12230215827337,5,1.0,97.12230215827337
Candidate_023,1.0106,Agricultural Business Technology/Technician.,54.25200509448901,2,1,54.67625899280575,59.677205603937914,1,1.1,59.677205603937914
Candidate_023,1.8201,"Veterinary Administrative Services, General.",54.25200509448901,2,1,54.67625899280575,59.677205603937914,2,1.1,59.677205603937914
Candidate_023,1.8202,Veterinary Office Management/Administration.,54.25200509448901,2,1,54.67625899280575,59.677205603937914,3,1.1,59.677205603937914
Candidate_023,1.8203,Veterinary Reception/Receptionist.,54.25200509448901,2,1,54.67625899280575,59.677205603937914,4,1.1,59.677205603937914
Candidate_023,1.8204,Veterinary Administrative/Executive Assistant and Veterinary Secretary.,54.25200509448901,2,1,54.67625899280575,59.677205603937914,5,1.1,59.677205603937914
Candidate_024,1.0106,Agricultural Business Technology/Technician.,73.39904392275653,2,1,74.10071942446042,80.73894831503219,1,1.1,80.73894831503219
Candidate_024,1.8201,"Veterinary Administrative Services, General.",73.39904392275653,2,1,74.10071942446042,80.73894831503219,2,1.1,80.73894831503219
Candidate_024,1.8202,Veterinary Office Management/Administration.,73.39904392275653,2,1,74.10071942446042,80.73894831503219,3,1.1,80.73894831503219
Candidate_024,1.8203,Veterinary Reception/Receptionist.,73.39904392275653,2,1,74.10071942446042,80.73894831503219,4,1.1,80.73894831503219
Candidate_024,1.8204,Veterinary Administrative/Executive Assistant and Veterinary Secretary.,73.39904392275653,2,1,74.10071942446042,80.73894831503219,5,1.1,80.73894831503219
Candidate_025,11.0103,Information Technology.,68.43428809142071,2,1,69.47300771208226,75.2777169005628,1,1.1,75.2777169005628
Candidate_025,11.0104,Informatics.,68.43428809142071,2,1,69.47300771208226,75.2777169005628,2,1.1,75.2777169005628
Candidate_025,11.0201,"Computer Programming/Programmer, General.",68.43428809142071,2,1,69.47300771208226,75.2777169005628,3,1.1,75.2777169005628
Candidate_025,11.0202,"Computer Programming, Specific Applications.",68.43428809142071,2,1,69.47300771208226,75.2777169005628,4,1.1,75.2777169005628
Candidate_025,11.0203,"Computer Programming, Vendor/Product Certification.",68.43428809142071,2,1,69.47300771208226,75.2777169005628,5,1.1,75.2777169005628
Candidate_026,11.0103,Information Technology.,67.80377587618835,2,1,68.66966580976863,74.5841534638072,1,1.1,74.5841534638072
Candidate_026,11.0104,Informatics.,67.80377587618835,2,1,68.66966580976863,74.5841534638072,2,1.1,74.5841534638072
Candidate_026,11.0201,"Computer Programming/Programmer, General.",67.80377587618835,2,1,68.66966580976863,74.5841534638072,3,1.1,74.5841534638072
Candidate_026,11.0202,"Computer Programming, Specific Applications.",67.80377587618835,2,1,68.66966580976863,74.5841534638072,4,1.1,74.5841534638072
Candidate_026,11.0203,"Computer Programming, Vendor/Product Certification.",67.80377587618835,2,1,68.66966580976863,74.5841534638072,5,1.1,74.5841534638072
Candidate_027,1.0106,Agricultural Business Technology/Technician.,54.25200509448901,2,1,54.67625899280575,59.677205603937914,1,1.1,59.677205603937914
Candidate_027,1.8201,"Veterinary Administrative Services, General.",54.25200509448901,2,1,54.67625899280575,59.677205603937914,2,1.1,59.677205603937914
Candidate_027,1.8202,Veterinary Office Management/Administration.,54.25200509448901,2,1,54.67625899280575,59.677205603937914,3,1.1,59.677205603937914
Candidate_027,1.8203,Veterinary Reception/Receptionist.,54.25200509448901,2,1,54.67625899280575,59.677205603937914,4,1.1,59.677205603937914
Candidate_027,1.8204,Veterinary Administrative/Executive Assistant and Veterinary Secretary.,54.25200509448901,2,1,54.67625899280575,59.677205603937914,5,1.1,59.677205603937914
Candidate_028,1.0106,Agricultural Business Technology/Technician.,54.25200509448901,2,1,54.67625899280575,59.677205603937914,1,1.1,59.677205603937914
Candidate_028,1.8201,"Veterinary Administrative Services, General.",54.25200509448901,2,1,54.67625899280575,59.677205603937914,2,1.1,59.677205603937914
Candidate_028,1.8202,Veterinary Office Management/Administration.,54.25200509448901,2,1,54.67625899280575,59.677205603937914,3,1.1,59.677205603937914
Candidate_028,1.8203,Veterinary Reception/Receptionist.,54.25200509448901,2,1,54.67625899280575,59.677205603937914,4,1.1,59.677205603937914
Candidate_028,1.8204,Veterinary Administrative/Executive Assistant and Veterinary Secretary.,54.25200509448901,2,1,54.67625899280575,59.677205603937914,5,1.1,59.677205603937914
Candidate_029,12.05,"Cooking and Related Culinary Arts, General.",100.00000000000003,1,1,100.00000000000003,100.0,1,1.0,100.0
Candidate_029,12.0503,Culinary Arts/Chef Training.,100.00000000000003,1,1,100.00000000000003,100.0,2,1.0,100.0
Candidate_029,12.0504,"Restaurant, Culinary, and Catering Management/Manager.",100.00000000000003,1,1,100.00000000000003,100.0,3,1.0,100.0
Candidate_029,12.0507,"Food Service, Waiter/Waitress, and Dining Room Management/Manager.",100.00000000000003,1,1,100.00000000000003,100.0,4,1.0,100.0
Candidate_029,19.0505,Foodservice Systems Administration/Management.,100.00000000000003,1,1,100.00000000000003,100.0,5,1.0,100.0
Candidate_030,1.0106,Agricultural Business Technology/Technician.,54.25200509448901,2,1,54.67625899280575,59.677205603937914,1,1.1,59.677205603937914
Candidate_030,1.8201,"Veterinary Administrative Services, General.",54.25200509448901,2,1,54.67625899280575,59.677205603937914,2,1.1,59.677205603937914
Candidate_030,1.8202,Veterinary Office Management/Administration.,54.25200509448901,2,1,54.67625899280575,59.677205603937914,3,1.1,59.677205603937914
Candidate_030,1.8203,Veterinary Reception/Receptionist.,54.25200509448901,2,1,54.67625899280575,59.677205603937914,4,1.1,59.677205603937914
Candidate_030,1.8204,Veterinary Administrative/Executive Assistant and Veterinary Secretary.,54.25200509448901,2,1,54.67625899280575,59.677205603937914,5,1.1,59.677205603937914
Candidate_031,52.0401,"Administrative Assistant and Secretarial Science, General.",85.8527419470077,3,1,86.15126050420167,100.0,1,1.2,100.0
Candidate_031,52.0402,Executive Assistant/Executive Secretary.,85.8527419470077,3,1,86.15126050420167,100.0,2,1.2,100.0
Candidate_031,1.0106,Agricultural Business Technology/Technician.,85.70348266841071,2,3,85.79545454545455,94.2738309352518,3,1.1,94.2738309352518
Candidate_031,1.8201,"Veterinary Administrative Services, General.",85.70348266841071,2,3,85.79545454545455,94.2738309352518,4,1.1,94.2738309352518
Candidate_031,1.8202,Veterinary Office Management/Administration.,85.70348266841071,2,3,85.79545454545455,94.2738309352518,5,1.1,94.2738309352518
Candidate_032,12.05,"Cooking and Related Culinary Arts, General.",100.00000000000003,1,1,100.00000000000003,100.0,1,1.0,100.0
Candidate_032,12.0503,Culinary Arts/Chef Training.,100.00000000000003,1,1,100.00000000000003,100.0,2,1.0,100.0
Candidate_032,12.0504,"Restaurant, Culinary, and Catering Management/Manager.",100.00000000000003,1,1,100.00000000000003,100.0,3,1.0,100.0
Candidate_032,12.0507,"Food Service, Waiter/Waitress, and Dining Room Management/Manager.",100.00000000000003,1,1,100.00000000000003,100.0,4,1.0,100.0
Candidate_032,19.0505,Foodservice Systems Administration/Management.,100.00000000000003,1,1,100.00000000000003,100.0,5,1.0,100.0
Candidate_033,52.0401,"Administrative Assistant and Secretarial Science, General.",89.1141009431207,3,1,89.91596638655463,100.0,1,1.2,100.0
Candidate_033,52.0402,Executive Assistant/Executive Secretary.,89.1141009431207,3,1,89.91596638655463,100.0,2,1.2,100.0
Candidate_033,1.0106,Agricultural Business Technology/Technician.,88.71316822140375,2,2,89.20863309352518,97.58448504354413,3,1.1,97.58448504354413
Candidate_033,1.8201,"Veterinary Administrative Services, General.",88.71316822140375,2,2,89.20863309352518,97.58448504354413,4,1.1,97.58448504354413
Candidate_033,1.8202,Veterinary Office Management/Administration.,88.71316822140375,2,2,89.20863309352518,97.58448504354413,5,1.1,97.58448504354413
Candidate_034,52.0401,"Administrative Assistant and Secretarial Science, General.",96.88047881022914,2,1,97.12230215827337,100.0,1,1.1,100.0
Candidate_034,52.0402,Executive Assistant/Executive Secretary.,96.88047881022914,2,1,97.12230215827337,100.0,2,1.1,100.0
Candidate_034,1.0106,Agricultural Business Technology/Technician.,97.12230215827337,1,1,97.12230215827337,97.12230215827337,3,1.0,97.12230215827337
Candidate_034,1.8201,"Veterinary Administrative Services, General.",97.12230215827337,1,1,97.12230215827337,97.12230215827337,4,1.0,97.12230215827337
Candidate_034,1.8202,Veterinary Office Management/Administration.,97.12230215827337,1,1,97.12230215827337,97.12230215827337,5,1.0,97.12230215827337
Candidate_035,11.0103,Information Technology.,90.09458716221704,2,1,90.35989717223649,99.10404587843875,1,1.1,99.10404587843875
Candidate_035,11.0104,Informatics.,90.09458716221704,2,1,90.35989717223649,99.10404587843875,2,1.1,99.10404587843875
Candidate_035,11.0201,"Computer Programming/Programmer, General.",90.09458716221704,2,1,90.35989717223649,99.10404587843875,3,1.1,99.10404587843875
Candidate_035,11.0202,"Computer Programming, Specific Applications.",90.09458716221704,2,1,90.35989717223649,99.10404587843875,4,1.1,99.10404587843875
Candidate_035,11.0203,"Computer Programming, Vendor/Product Certification.",90.09458716221704,2,1,90.35989717223649,99.10404587843875,5,1.1,99.10404587843875
Candidate_036,52.0401,"Administrative Assistant and Secretarial Science, General.",89.1141009431207,3,1,89.91596638655463,100.0,1,1.2,100.0
Candidate_036,52.0402,Executive Assistant/Executive Secretary.,89.1141009431207,3,1,89.91596638655463,100.0,2,1.2,100.0
Candidate_036,1.0106,Agricultural Business Technology/Technician.,88.71316822140375,2,2,89.20863309352518,97.58448504354413,3,1.1,97.58448504354413
Candidate_036,1.8201,"Veterinary Administrative Services, General.",88.71316822140375,2,2,89.20863309352518,97.58448504354413,4,1.1,97.58448504354413
Candidate_036,1.8202,Veterinary Office Management/Administration.,88.71316822140375,2,2,89.20863309352518,97.58448504354413,5,1.1,97.58448504354413
Candidate_037,11.0103,Information Technology.,78.33970092920366,2,1,79.11311053984575,86.17367102212403,1,1.1,86.17367102212403
Candidate_037,11.0104,Informatics.,78.33970092920366,2,1,79.11311053984575,86.17367102212403,2,1.1,86.17367102212403
Candidate_037,11.0201,"Computer Programming/Programmer, General.",78.33970092920366,2,1,79.11311053984575,86.17367102212403,3,1.1,86.17367102212403
Candidate_037,11.0202,"Computer Programming, Specific Applications.",78.33970092920366,2,1,79.11311053984575,86.17367102212403,4,1.1,86.17367102212403
Candidate_037,11.0203,"Computer Programming, Vendor/Product Certification.",78.33970092920366,2,1,79.11311053984575,86.17367102212403,5,1.1,86.17367102212403
Candidate_038,11.0103,Information Technology.,68.43428809142071,2,1,69.47300771208226,75.2777169005628,1,1.1,75.2777169005628
Candidate_038,11.0104,Informatics.,68.43428809142071,2,1,69.47300771208226,75.2777169005628,2,1.1,75.2777169005628
Candidate_038,11.0201,"Computer Programming/Programmer, General.",68.43428809142071,2,1,69.47300771208226,75.2777169005628,3,1.1,75.2777169005628
Candidate_038,11.0202,"Computer Programming, Specific Applications.",68.43428809142071,2,1,69.47300771208226,75.2777169005628,4,1.1,75.2777169005628
Candidate_038,11.0203,"Computer Programming, Vendor/Product Certification.",68.43428809142071,2,1,69.47300771208226,75.2777169005628,5,1.1,75.2777169005628
Candidate_039,12.05,"Cooking and Related Culinary Arts, General.",100.00000000000003,1,1,100.00000000000003,100.0,1,1.0,100.0
Candidate_039,12.0503,Culinary Arts/Chef Training.,100.00000000000003,1,1,100.00000000000003,100.0,2,1.0,100.0
Candidate_039,12.0504,"Restaurant, Culinary, and Catering Management/Manager.",100.00000000000003,1,1,100.00000000000003,100.0,3,1.0,100.0
Candidate_039,12.0507,"Food Service, Waiter/Waitress, and Dining Room Management/Manager.",100.00000000000003,1,1,100.00000000000003,100.0,4,1.0,100.0
Candidate_039,19.0505,Foodservice Systems Administration/Management.,100.00000000000003,1,1,100.00000000000003,100.0,5,1.0,100.0
Candidate_040,11.0103,Information Technology.,57.89836303840541,2,1,59.029562982005146,63.68819934224595,1,1.1,63.68819934224595
Candidate_040,11.0104,Informatics.,57.89836303840541,2,1,59.029562982005146,63.68819934224595,2,1.1,63.68819934224595
Candidate_040,11.0201,"Computer Programming/Programmer, General.",57.89836303840541,2,1,59.029562982005146,63.68819934224595,3,1.1,63.68819934224595
Candidate_040,11.0202,"Computer Programming, Specific Applications.",57.89836303840541,2,1,59.029562982005146,63.68819934224595,4,1.1,63.68819934224595
Candidate_040,11.0203,"Computer Programming, Vendor/Product Certification.",57.89836303840541,2,1,59.029562982005146,63.68819934224595,5,1.1,63.68819934224595
