candidate_id,selected_occupation,recommendation_score,recommendation_percentage,occupation_rank
Candidate_019,Bookkeeper,0.7347733711048159,73.47733711048159,2
Candidate_019,"Driver, Truck",0.7275247524752474,72.75247524752474,3
Candidate_019,Office Administrator,0.7269736842105264,72.69736842105264,4
Candidate_019,Software Developer,0.7230077120822622,72.30077120822622,5
Candidate_019,Food Service Supervisor,0.7216129032258065,72.16129032258065,6
Candidate_019,Secondary School Teacher,0.7212931995540691,72.12931995540691,7
Candidate_019,Delivery Driver,0.7138413685847589,71.38413685847588,8
Candidate_019,Restaurant Manager,0.713587786259542,71.3587786259542,9
Candidate_019,Information Technology (IT) Analyst,0.7102796948783145,71.02796948783146,10
Candidate_019,Inside Sales Representative,0.7054747054747055,70.54747054747055,11
Candidate_019,Retail Sales Associate,0.7054747054747055,70.54747054747055,11
Candidate_019,Licensed Practical Nurse (L.P.N.),0.6981680721139866,69.81680721139865,12
Candidate_019,Administrative Assistant,0.6974789915966386,69.74789915966386,13
Candidate_019,Continuing Care Assistant,0.6947652040030794,69.47652040030793,14
Candidate_020,Bookkeeper,0.6285410764872521,62.85410764872521,1
Candidate_020,Software Developer,0.6266066838046273,62.660668380462724,2
Candidate_020,Office Manager,0.6258992805755395,62.58992805755395,3
Candidate_020,Office Administrator,0.6205143540669857,62.05143540669857,4
Candidate_020,Secondary School Teacher,0.6131549609810479,61.315496098104795,5
Candidate_020,Information Technology (IT) Analyst,0.6085724664002905,60.85724664002905,6
Candidate_020,"Driver, Truck",0.6039603960396038,60.39603960396038,7
Candidate_020,Inside Sales Representative,0.6015246015246015,60.15246015246015,8
Candidate_020,Retail Sales Associate,0.6015246015246015,60.15246015246015,8
Candidate_020,Food Service Supervisor,0.5964516129032259,59.64516129032259,9
Candidate_020,Restaurant Manager,0.5951145038167939,59.51145038167939,10
Candidate_020,Administrative Assistant,0.5926050420168067,59.260504201680675,11
Candidate_020,Delivery Driver,0.5925349922239502,59.25349922239502,12
Candidate_020,Licensed Practical Nurse (L.P.N.),0.585344576911893,58.5344576911893,13
Candidate_020,Continuing Care Assistant,0.5817936874518861,58.17936874518861,14
Candidate_021,Bookkeeper,0.6285410764872521,62.85410764872521,1
Candidate_021,Software Developer,0.6266066838046273,62.660668380462724,2
Candidate_021,Office Manager,0.6258992805755395,62.58992805755395,3
Candidate_021,Office Administrator,0.6205143540669857,62.05143540669857,4
Candidate_021,Secondary School Teacher,0.6131549609810479,61.315496098104795,5
Candidate_021,Information Technology (IT) Analyst,0.6085724664002905,60.85724664002905,6
Candidate_021,"Driver, Truck",0.6039603960396038,60.39603960396038,7
Candidate_021,Inside Sales Representative,0.6015246015246015,60.15246015246015,8
Candidate_021,Retail Sales Associate,0.6015246015246015,60.15246015246015,8
Candidate_021,Food Service Supervisor,0.5964516129032259,59.64516129032259,9
Candidate_021,Restaurant Manager,0.5951145038167939,59.51145038167939,10
Candidate_021,Administrative Assistant,0.5926050420168067,59.260504201680675,11
Candidate_021,Delivery Driver,0.5925349922239502,59.25349922239502,12
Candidate_021,Licensed Practical Nurse (L.P.N.),0.585344576911893,58.5344576911893,13
Candidate_021,Continuing Care Assistant,0.5817936874518861,58.17936874518861,14
Candidate_022,Office Manager,0.9712230215827338,97.12230215827337,1
Candidate_022,Food Service Supervisor,0.9677419354838711,96.77419354838712,2
Candidate_022,Administrative Assistant,0.9663865546218489,96.63865546218489,3
Candidate_022,Inside Sales Representative,0.9653499653499653,96.53499653499654,4
Candidate_022,Retail Sales Associate,0.9653499653499653,96.53499653499654,4
Candidate_022,Office Administrator,0.9644138755980862,96.44138755980862,5
Candidate_022,"Driver, Truck",0.9603960396039602,96.03960396039602,6
Candidate_022,Bookkeeper,0.9603399433427762,96.03399433427762,7
Candidate_022,Delivery Driver,0.9564541213063764,95.64541213063764,8
Candidate_022,Restaurant Manager,0.9505343511450381,95.05343511450381,9
Candidate_022,Secondary School Teacher,0.9442586399108137,94.42586399108137,10
Candidate_022,Continuing Care Assistant,0.9422632794457275,94.22632794457274,11
Candidate_022,Information Technology (IT) Analyst,0.9346167816926989,93.46167816926989,12
Candidate_022,Software Developer,0.9318766066838046,93.18766066838046,13
Candidate_022,Licensed Practical Nurse (L.P.N.),0.9238150625181739,92.38150625181738,14
Candidate_023,Office Manager,0.5467625899280575,54.67625899280575,1
Candidate_023,Office Administrator,0.5382775119617226,53.82775119617226,2
Candidate_023,Software Developer,0.5382390745501285,53.82390745501285,3
Candidate_023,Secondary School Teacher,0.5365105908584169,53.65105908584169,4
Candidate_023,Information Technology (IT) Analyst,0.5286596440247002,52.86596440247002,5
Candidate_023,Administrative Assistant,0.5253781512605042,52.537815126050425,6
Candidate_023,"Driver, Truck",0.5247524752475247,52.47524752475247,7
Candidate_023,Inside Sales Representative,0.5107415107415108,51.074151074151075,8
Candidate_023,Retail Sales Associate,0.5107415107415108,51.074151074151075,8
Candidate_023,Bookkeeper,0.5088526912181303,50.885269121813025,9
Candidate_023,Continuing Care Assistant,0.5073133179368745,50.73133179368745,10
Candidate_023,Restaurant Manager,0.507175572519084,50.717557251908396,11
Candidate_023,Delivery Driver,0.505054432348367,50.5054432348367,12
Candidate_023,Licensed Practical Nurse (L.P.N.),0.5015993021227101,50.15993021227101,13
Candidate_023,Food Service Supervisor,0.4996774193548388,49.96774193548388,14
Candidate_024,Office Manager,0.7410071942446043,74.10071942446042,1
Candidate_024,Bookkeeper,0.7347733711048159,73.47733711048159,2
Candidate_024,"Driver, Truck",0.7275247524752474,72.75247524752474,3
Candidate_024,Office Administrator,0.7269736842105264,72.69736842105264,4
Candidate_024,Software Developer,0.7230077120822622,72.30077120822622,5
Candidate_024,Food Service Supervisor,0.7216129032258065,72.16129032258065,6
Candidate_024,Secondary School Teacher,0.7212931995540691,72.12931995540691,7
Candidate_024,Delivery Driver,0.7138413685847589,71.38413685847588,8
Candidate_024,Restaurant Manager,0.713587786259542,71.3587786259542,9
Candidate_024,Information Technology (IT) Analyst,0.7102796948783145,71.02796948783146,10
Candidate_024,Inside Sales Representative,0.7054747054747055,70.54747054747055,11
Candidate_024,Retail Sales Associate,0.7054747054747055,70.54747054747055,11
Candidate_024,Licensed Practical Nurse (L.P.N.),0.6981680721139866,69.81680721139865,12
Candidate_024,Administrative Assistant,0.6974789915966386,69.74789915966386,13
Candidate_024,Continuing Care Assistant,0.6947652040030794,69.47652040030793,14
Candidate_025,Software Developer,0.6947300771208227,69.47300771208226,1
Candidate_025,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2
Candidate_025,Secondary School Teacher,0.6688963210702341,66.88963210702342,3
Candidate_025,Bookkeeper,0.6682011331444759,66.8201133144476,4
Candidate_025,Licensed Practical Nurse (L.P.N.),0.6615295143937191,66.1529514393719,5
Candidate_025,Office Administrator,0.6561004784688996,65.61004784688997,6
Candidate_025,Office Manager,0.6546762589928057,65.46762589928056,7
Candidate_025,Restaurant Manager,0.6445801526717557,64.45801526717557,8
Candidate_025,"Driver, Truck",0.6435643564356435,64.35643564356435,9
Candidate_025,Continuing Care Assistant,0.6395304080061586,63.95304080061586,10
Candidate_025,Inside Sales Representative,0.6361746361746362,63.61746361746362,11
Candidate_025,Retail Sales Associate,0.6361746361746362,63.61746361746362,11
Candidate_025,Delivery Driver,0.6360808709175739,63.60808709175739,12
Candidate_025,Food Service Supervisor,0.6287096774193549,62.87096774193549,13
Candidate_025,Administrative Assistant,0.626218487394958,62.6218487394958,14
Candidate_026,Software Developer,0.6866966580976863,68.66966580976863,1
Candidate_026,Licensed Practical Nurse (L.P.N.),0.6798487932538528,67.98487932538528,2
Candidate_026,Secondary School Teacher,0.6761426978818283,67.61426978818284,3
Candidate_026,Restaurant Manager,0.6714503816793893,67.14503816793894,4
Candidate_026,Information Technology (IT) Analyst,0.6693788594260806,66.93788594260806,5
Candidate_026,Bookkeeper,0.6639518413597734,66.39518413597733,6
Candidate_026,Office Manager,0.6618705035971223,66.18705035971223,7
Candidate_026,"Driver, Truck",0.6582178217821781,65.82178217821782,8
Candidate_026,Food Service Supervisor,0.6570967741935484,65.70967741935483,9
Candidate_026,Delivery Driver,0.6504665629860032,65.04665629860033,10
Candidate_026,Office Administrator,0.6504186602870814,65.04186602870814,11
Candidate_026,Continuing Care Assistant,0.6491531947652041,64.91531947652041,12
Candidate_026,Inside Sales Representative,0.6361746361746362,63.61746361746362,13
Candidate_026,Retail Sales Associate,0.6361746361746362,63.61746361746362,13
Candidate_026,Administrative Assistant,0.6050420168067226,60.50420168067227,14
Candidate_027,Office Manager,0.5467625899280575,54.67625899280575,1
Candidate_027,Office Administrator,0.5382775119617226,53.82775119617226,2
Candidate_027,Software Developer,0.5382390745501285,53.82390745501285,3
Candidate_027,Secondary School Teacher,0.5365105908584169,53.65105908584169,4
Candidate_027,Information Technology (IT) Analyst,0.5286596440247002,52.86596440247002,5
Candidate_027,Administrative Assistant,0.5253781512605042,52.537815126050425,6
Candidate_027,"Driver, Truck",0.5247524752475247,52.47524752475247,7
Candidate_027,Inside Sales Representative,0.5107415107415108,51.074151074151075,8
Candidate_027,Retail Sales Associate,0.5107415107415108,51.074151074151075,8
