candidate_id,selected_occupation,tfidf_similarity_score,tfidf_normalized_score,tfidf_percentage,tfidf_rank
Candidate_007,Food Service Supervisor,0.007114203718892054,0.11252651668710079,11.25,7
Candidate_007,Information Technology (IT) Analyst,0.030804932779059904,1.0,100.0,1
Candidate_007,Inside Sales Representative,0.006773474313221385,0.09976252315403136,9.98,9
Candidate_007,Licensed Practical Nurse (L.P.N.),0.00646633361285941,0.08825678913777842,8.83,12
Candidate_007,Office Administrator,0.007038238135022823,0.10968078571963656,10.97,8
Candidate_007,Office Manager,0.00826466631557129,0.15562375719426527,15.56,6
Candidate_007,Restaurant Manager,0.0057630661532292494,0.06191183282539676,6.19,14
Candidate_007,Retail Sales Associate,0.006765754655130772,0.09947333864483955,9.95,10
Candidate_007,Secondary School Teacher,0.006273517790611597,0.08103375564760962,8.1,13
Candidate_007,Software Developer,0.010735162439958538,0.2481704996542643,24.82,2
Candidate_008,Administrative Assistant,0.00508936624164567,0.4619250085095212,46.19,6
Candidate_008,Bookkeeper,0.004694418177296024,0.3942615587547741,39.43,7
Candidate_008,Continuing Care Assistant,0.002393133805274363,0.0,0.0,15
Candidate_008,Delivery Driver,0.005185884176277068,0.47846069259020546,47.85,5
Candidate_008,"Driver, Truck",0.0030267106202894246,0.10854589972263202,10.85,14
Candidate_008,Food Service Supervisor,0.003611621168811986,0.20875417793295495,20.88,12
Candidate_008,Information Technology (IT) Analyst,0.007801662326178032,0.9266020797542104,92.66,2
Candidate_008,Inside Sales Representative,0.003943656084579383,0.2656391961614765,26.56,9
Candidate_008,Licensed Practical Nurse (L.P.N.),0.003764832450533827,0.2350027022287178,23.5,11
Candidate_008,Office Administrator,0.005439377297948949,0.5218897422544027,52.19,4
Candidate_008,Office Manager,0.00606167095160263,0.6285025837074425,62.85,3
Candidate_008,Restaurant Manager,0.0033553756683853235,0.16485358413829893,16.49,13
Candidate_008,Retail Sales Associate,0.003939161540835342,0.2648691801460893,26.49,10
Candidate_008,Secondary School Teacher,0.004366028913565046,0.33800112237803526,33.8,8
Candidate_008,Software Developer,0.008230082198848366,1.0,100.0,1
Candidate_009,Administrative Assistant,0.00683458377723176,0.25047505248065627,25.05,8
Candidate_009,Bookkeeper,0.0071892111777182004,0.279575662738315,27.96,6
Candidate_009,Continuing Care Assistant,0.003782231405186823,0.0,0.0,15
Candidate_009,Delivery Driver,0.008090700797711818,0.35355161058322,35.36,5
Candidate_009,"Driver, Truck",0.004783568698599666,0.08216941576453342,8.22,14
Candidate_009,Food Service Supervisor,0.008912774106940349,0.42101068154690874,42.1,3
Candidate_009,Information Technology (IT) Analyst,0.01015716115617104,0.5231246819869987,52.31,2
Candidate_009,Inside Sales Representative,0.006232756338771541,0.20108928673054025,20.11,10
Candidate_009,Licensed Practical Nurse (L.P.N.),0.005950134295998134,0.1778974129337304,17.79,12
Candidate_009,Office Administrator,0.007030893240397534,0.2665841437963338,26.66,7
Candidate_009,Office Manager,0.008630407386969696,0.3978397594570528,39.78,4
Candidate_009,Restaurant Manager,0.005303007797222501,0.12479442088505752,12.48,13
Candidate_009,Retail Sales Associate,0.006225652931321764,0.2005063834032346,20.05,11
Candidate_009,Secondary School Teacher,0.006608973876986259,0.23196157673595105,23.2,9
Candidate_009,Software Developer,0.01596848445440283,1.0,100.0,1
Candidate_010,Administrative Assistant,0.007544267306559348,0.18331617215719284,18.33,5
Candidate_010,Bookkeeper,0.009881617954189854,0.28317183020430364,28.32,3
Candidate_010,Continuing Care Assistant,0.0032533319495402124,0.0,0.0,15
Candidate_010,Delivery Driver,0.0066675305079191265,0.1458604613287437,14.59,7
Candidate_010,"Driver, Truck",0.005176548607381718,0.08216313847929224,8.22,11
Candidate_010,Food Service Supervisor,0.005568922523791259,0.09892603011616166,9.89,8
Candidate_010,Information Technology (IT) Analyst,0.026660624969709085,1.0,100.0,1
Candidate_010,Inside Sales Representative,0.0053611805197369055,0.09005093277468981,9.01,9
Candidate_010,Licensed Practical Nurse (L.P.N.),0.005118079761772143,0.07966524837473399,7.97,12
Candidate_010,Office Administrator,0.006974718020238165,0.1589840426012279,15.9,6
Candidate_010,Office Manager,0.008021594815460047,0.203708428044681,20.37,4
Candidate_010,Restaurant Manager,0.004561446100760894,0.05588489664710678,5.59,14
Candidate_010,Retail Sales Associate,0.005355070438165675,0.08978989953321391,8.98,10
Candidate_010,Secondary School Teacher,0.004877823035061341,0.06940106590375004,6.94,13
Candidate_010,Software Developer,0.015912008028270426,0.5408005132341821,54.08,2
Candidate_011,Administrative Assistant,0.006468958789552835,0.5139878718982855,51.4,5
Candidate_011,Bookkeeper,0.006116523503026189,0.4519052181053161,45.19,8
Candidate_011,Continuing Care Assistant,0.003551115368944946,0.0,0.0,15
Candidate_011,Delivery Driver,0.00730634254918418,0.6614958202464639,66.15,2
Candidate_011,"Driver, Truck",0.004491265209396192,0.16561053699666162,16.56,14
Candidate_011,Food Service Supervisor,0.006134404941222247,0.4550550932151182,45.51,7
Candidate_011,Information Technology (IT) Analyst,0.007105260103463145,0.626074475282475,62.61,4
Candidate_011,Inside Sales Representative,0.005851899171253215,0.4052907575143636,40.53,10
Candidate_011,Licensed Practical Nurse (L.P.N.),0.00558654695660053,0.3585480779210849,35.85,12
Candidate_011,Office Administrator,0.006049072628629323,0.4400235211149749,44.0,9
Candidate_011,Office Manager,0.007110796388540293,0.6270497104047328,62.7,3
Candidate_011,Restaurant Manager,0.004978963599246387,0.25152023857862615,25.15,13
Candidate_011,Retail Sales Associate,0.0058452298227484704,0.4041159294818889,40.41,11
Candidate_011,Secondary School Teacher,0.006289366203936074,0.48235203762495826,48.24,6
Candidate_011,Software Developer,0.009227987490132485,1.0,100.0,1
Candidate_012,Administrative Assistant,0.018349606718840873,0.4097341097009155,40.97,2
Candidate_012,Bookkeeper,0.012917136086803296,0.22681884537432215,22.68,4
Candidate_012,Continuing Care Assistant,0.007130138999442262,0.031966415680681516,3.2,11
Candidate_012,Delivery Driver,0.00905094966812707,0.09664151748643979,9.66,5
Candidate_012,"Driver, Truck",0.006722835798390321,0.018252218637053938,1.83,13
Candidate_012,Food Service Supervisor,0.0066527721381348945,0.01589312388931057,1.59,14
Candidate_012,Information Technology (IT) Analyst,0.0358801399192737,1.0,100.0,1
Candidate_012,Inside Sales Representative,0.007264395709172917,0.03648693741220732,3.65,8
Candidate_012,Licensed Practical Nurse (L.P.N.),0.0069349943587512074,0.025395752726074052,2.54,12
Candidate_012,Office Administrator,0.007245487264325456,0.035850276227721356,3.59,10
Candidate_012,Office Manager,0.007767874318147803,0.05343943086892478,5.34,7
Candidate_012,Restaurant Manager,0.006180756152493274,0.0,0.0,15
Candidate_012,Retail Sales Associate,0.007256116553083072,0.03620817216391602,3.62,9
Candidate_012,Secondary School Teacher,0.007901340889391473,0.05793334805898299,5.79,6
Candidate_012,Software Developer,0.01763013982977178,0.38550913268729015,38.55,3
Candidate_013,Administrative Assistant,0.005387049018164395,0.3283002794688166,32.83,6
Candidate_013,Bookkeeper,0.005790511904140304,0.3794459516500731,37.94,4
Candidate_013,Continuing Care Assistant,0.0027972506525906944,0.0,0.0,15
Candidate_013,Delivery Driver,0.006200484960167143,0.4314168968238223,43.14,3
Candidate_013,"Driver, Truck",0.003537816497827263,0.09387911321133581,9.39,14
Candidate_013,Food Service Supervisor,0.004221498041231118,0.18054718928660818,18.05,10
Candidate_013,Information Technology (IT) Analyst,0.00891601673339262,0.7756559896841984,77.57,2
Candidate_013,Inside Sales Representative,0.004609602075684288,0.22974587002858385,22.97,7
Candidate_013,Licensed Practical Nurse (L.P.N.),0.004400581365713905,0.20324899737230434,20.32,9
Candidate_013,Office Administrator,0.0035555711230372466,0.09612980905537713,9.61,13
Candidate_013,Office Manager,0.0040877562296511806,0.1635931766877807,16.36,11
Candidate_013,Restaurant Manager,0.003921981611471882,0.1425784698285292,14.26,12
Candidate_013,Retail Sales Associate,0.00460434856023379,0.22907989903504278,22.91,8
Candidate_013,Secondary School Teacher,0.005487406013105738,0.3410222079107612,34.1,5
Candidate_013,Software Developer,0.010685755559634767,1.0,100.0,1
Candidate_014,Administrative Assistant,0.008900625873832743,0.33851581578750706,33.85,7
Candidate_014,Bookkeeper,0.00830448852520301,0.29258226923501074,29.26,8
Candidate_014,Continuing Care Assistant,0.004507280790797167,0.0,0.0,15
Candidate_014,Delivery Driver,0.009521326995397008,0.38634204900053015,38.63,5
Candidate_014,"Driver, Truck",0.01209793898937827,0.5848750334634261,58.49,3
Candidate_014,Food Service Supervisor,0.0068022066638920775,0.17682851891201867,17.68,13
Candidate_014,Information Technology (IT) Analyst,0.012663241893661107,0.6284327258808241,62.84,2
Candidate_014,Inside Sales Representative,0.007427568519720598,0.22501387079926688,22.5,10
Candidate_014,Licensed Practical Nurse (L.P.N.),0.007090768158245752,0.1990627454113636,19.91,12
Candidate_014,Office Administrator,0.00896595361448153,0.3435494457440228,34.35,6
Candidate_014,Office Manager,0.010225452395783985,0.44059628576629084,44.06,4
Candidate_014,Restaurant Manager,0.006319588258161567,0.13964182853324994,13.96,14
Candidate_014,Retail Sales Associate,0.007419103397278941,0.22436161658865555,22.44,11
Candidate_014,Secondary School Teacher,0.007543057692757653,0.23391253705160023,23.39,9
Candidate_014,Software Developer,0.017485537280276416,1.0,100.0,1
Candidate_015,Administrative Assistant,0.007432079827842908,0.21904868654664356,21.9,7
Candidate_015,Bookkeeper,0.012618614672408218,0.5178608725543891,51.79,2
Candidate_015,Continuing Care Assistant,0.003630013852524946,0.0,0.0,15
Candidate_015,Delivery Driver,0.007545912213896046,0.22560691957397155,22.56,6
Candidate_015,"Driver, Truck",0.00459105188979409,0.055368350036999324,5.54,14
Candidate_015,Food Service Supervisor,0.0054782707276816115,0.10648374950148347,10.65,12
Candidate_015,Information Technology (IT) Analyst,0.01155348515659673,0.4564954930593484,45.65,3
Candidate_015,Inside Sales Representative,0.005981916341270453,0.1355003186135931,13.55,8
Candidate_015,Licensed Practical Nurse (L.P.N.),0.00571066854588452,0.11987290086395964,11.99,11
Candidate_015,Office Administrator,0.008830529647263089,0.299617671444325,29.96,5
Candidate_015,Office Manager,0.009981248896633366,0.36591413810082984,36.59,4
Candidate_015,Restaurant Manager,0.005089585935320271,0.08409042602942395,8.41,13
Candidate_015,Retail Sales Associate,0.005975098813551905,0.1351075399238129,13.51,9
Candidate_015,Secondary School Teacher,0.005736835853694634,0.12138047975487772,12.14,10
Candidate_015,Software Developer,0.020987186978091085,1.0,100.0,1
Candidate_016,Administrative Assistant,0.008349562353284884,0.33303216056317253,33.3,5
Candidate_016,Bookkeeper,0.008503290031162363,0.34847977423971666,34.85,4
Candidate_016,Continuing Care Assistant,0.005035376630241235,0.0,0.0,15
Candidate_016,Delivery Driver,0.010282460245979036,0.5272630260442918,52.73,2
Candidate_016,"Driver, Truck",0.006368481315302404,0.13395952147035467,13.4,13
Candidate_016,Food Service Supervisor,0.007599187638668402,0.25762935175160084,25.76,9
Candidate_016,Information Technology (IT) Analyst,0.008543991585133739,0.3525697461333007,35.26,3
Candidate_016,Inside Sales Representative,0.008297820055959247,0.32783273889194714,32.78,6
Candidate_016,Licensed Practical Nurse (L.P.N.),0.007921558458791859,0.2900233874816325,29.0,8
Candidate_016,Office Administrator,0.0059185636357593245,0.08874870064882423,8.87,14
Candidate_016,Office Manager,0.007358436817181586,0.2334370544763955,23.34,11
Candidate_016,Restaurant Manager,0.007060023216850809,0.20345040485426008,20.35,12
Candidate_016,Retail Sales Associate,0.008288363116910348,0.3268824406567364,32.69,7
Candidate_016,Secondary School Teacher,0.0074466073043525935,0.2422970310420726,24.23,10
Candidate_016,Software Developer,0.014986925205727787,1.0,100.0,1
Candidate_017,Administrative Assistant,0.013405352943678122,0.3930377241714825,39.3,8
Candidate_017,Bookkeeper,0.013448968669377004,0.39633216766910373,39.63,7
Candidate_017,Continuing Care Assistant,0.008201856335175338,0.0,0.0,15
Candidate_017,Delivery Driver,0.016323731079834404,0.6134727099524604,61.35,2
Candidate_017,"Driver, Truck",0.010373279430114126,0.16401494142487852,16.4,14
Candidate_017,Food Service Supervisor,0.01237791129705675,0.3154315764424351,31.54,10
Candidate_017,Information Technology (IT) Analyst,0.014887246164343487,0.5049701386105976,50.5,3
Candidate_017,Inside Sales Representative,0.013515876366700662,0.4013859326783235,40.14,5
Candidate_017,Licensed Practical Nurse (L.P.N.),0.012903003926161354,0.35509360131725787,35.51,9
Candidate_017,Office Administrator,0.011303544936744042,0.23428104614446188,23.43,12
Candidate_017,Office Manager,0.013752056531875957,0.41922542054562745,41.92,4
Candidate_017,Restaurant Manager,0.01149969513697303,0.24909693516950812,24.91,11
Candidate_017,Retail Sales Associate,0.013500472463250068,0.40022242367445754,40.02,6
Candidate_017,Secondary School Teacher,0.010954485810190172,0.20791542797958454,20.79,13
Candidate_017,Software Developer,0.021441034888510582,1.0,100.0,1
Candidate_018,Administrative Assistant,0.00935159043059835,0.15936521137175705,15.94,4
Candidate_018,Bookkeeper,0.011741673760388349,0.232057468990162,23.21,2
Candidate_018,Continuing Care Assistant,0.004111745809901674,0.0,0.0,15
Candidate_018,Delivery Driver,0.00859375288105505,0.13631625667730185,13.63,5
Candidate_018,"Driver, Truck",0.007068161002562988,0.08991673726739273,8.99,6
Candidate_018,Food Service Supervisor,0.0062052811986885005,0.06367301588112868,6.37,11
Candidate_018,Information Technology (IT) Analyst,0.036991221672883455,1.0,100.0,1
Candidate_018,Inside Sales Representative,0.006775764625331304,0.08102376164788518,8.1,7
Candidate_018,Licensed Practical Nurse (L.P.N.),0.0064685200716094494,0.0716791919533368,7.17,10
Candidate_018,Office Administrator,0.004941124820930414,0.025224824583122918,2.52,14
Candidate_018,Office Manager,0.0060086909028338326,0.05769389697199776,5.77,12
Candidate_018,Restaurant Manager,0.0057650148164396856,0.05028270564371701,5.03,13
Candidate_018,Retail Sales Associate,0.006768042356995847,0.08078889572825684,8.08,8
Candidate_018,Secondary School Teacher,0.006626589291887908,0.07648672662746539,7.65,9
Candidate_018,Software Developer,0.011712681390078465,0.2311756918465511,23.12,3
Candidate_019,Administrative Assistant,0.0035903830205207964,0.3283002794688167,32.83,6
Candidate_019,Bookkeeper,0.0038592846567104414,0.3794459516500733,37.94,4
Candidate_019,Continuing Care Assistant,0.0018643233453673877,0.0,0.0,15
Candidate_019,Delivery Driver,0.004132525218336396,0.4314168968238225,43.14,3
Candidate_019,"Driver, Truck",0.0023578987755053927,0.09387911321133587,9.39,14
Candidate_019,Food Service Supervisor,0.002813561717610395,0.18054718928660823,18.05,10
Candidate_019,Information Technology (IT) Analyst,0.005942384222291713,0.7756559896841986,77.57,2
Candidate_019,Inside Sales Representative,0.0030722269220289523,0.22974587002858396,22.97,7
Candidate_019,Licensed Practical Nurse (L.P.N.),0.002932917922707728,0.20324899737230442,20.32,9
Candidate_019,Office Administrator,0.002369731952570367,0.09612980905537719,9.61,13
Candidate_019,Office Manager,0.002724424914174751,0.16359317668778076,16.36,11
Candidate_019,Restaurant Manager,0.00261393875146538,0.14257846982852931,14.26,12
Candidate_019,Retail Sales Associate,0.0030687255370205903,0.22907989903504283,22.91,8
Candidate_019,Secondary School Teacher,0.0036572693713620348,0.3410222079107613,34.1,5
Candidate_019,Software Developer,0.00712188717670539,1.0,100.0,1
Candidate_020,Administrative Assistant,0.006585845635174593,0.469470865100807,46.95,7
Candidate_020,Bookkeeper,0.00828601946701038,0.7436306773036335,74.36,4
Candidate_020,Continuing Care Assistant,0.003674470429448974,0.0,0.0,15
Candidate_020,Delivery Driver,0.007521427533800173,0.6203371781945654,62.03,6
Candidate_020,"Driver, Truck",0.00464727824588881,0.15686914083168108,15.69,14
Candidate_020,Food Service Supervisor,0.005545362803334829,0.3016888580871813,30.17,12
Candidate_020,Information Technology (IT) Analyst,0.009875867410921882,1.0,100.0,1
Candidate_020,Inside Sales Representative,0.006055176536625854,0.3838983561751328,38.39,9
Candidate_020,Licensed Practical Nurse (L.P.N.),0.00578060678463839,0.3396228884365313,33.96,11
Candidate_020,Office Administrator,0.007608089592597587,0.634311780861726,63.43,5
Candidate_020,Office Manager,0.009188176782427896,0.889107143027852,88.91,3
Candidate_020,Restaurant Manager,0.005151917810028581,0.23824428350476207,23.82,13
Candidate_020,Retail Sales Associate,0.006048275515026081,0.382785538914701,38.28,10
Candidate_020,Secondary School Teacher,0.006347635524898953,0.4310585346231245,43.11,8
Candidate_020,Software Developer,0.009251413207683239,0.8993042688439005,89.93,2
Candidate_021,Administrative Assistant,0.00891305521192717,0.3245405307573086,32.45,6
Candidate_021,Bookkeeper,0.009075257076458393,0.33864613000907956,33.86,5
Candidate_021,Continuing Care Assistant,0.005181127325334241,0.0,0.0,15
Candidate_021,Delivery Driver,0.01047146346303417,0.46006475746271147,46.01,3
Candidate_021,"Driver, Truck",0.006552819180481654,0.11928676443730456,11.93,14
Candidate_021,Food Service Supervisor,0.007819148718406947,0.22941088066912504,22.94,11
Candidate_021,Information Technology (IT) Analyst,0.010932063878360857,0.5001200607267922,50.01,2
Candidate_021,Inside Sales Representative,0.008538003289453503,0.2919248013863221,29.19,7
Candidate_021,Licensed Practical Nurse (L.P.N.),0.00815085067194126,0.2582567564000043,25.83,9
Candidate_021,Office Administrator,0.008058706580878951,0.250243607934048,25.02,10
Candidate_021,Office Manager,0.009461066031365283,0.37219732574526393,37.22,4
Candidate_021,Restaurant Manager,0.007264377998387672,0.18116622284213724,18.12,13
Candidate_021,Retail Sales Associate,0.00852827261607626,0.2910785905273658,29.11,8
Candidate_021,Secondary School Teacher,0.007361731993789364,0.18963244145598476,18.96,12
Candidate_021,Software Developer,0.016680239247917693,1.0,100.0,1
Candidate_022,Administrative Assistant,0.0076303699942539644,0.18331617215719279,18.33,5
Candidate_022,Bookkeeper,0.009994396813958964,0.2831718302043036,28.32,3
Candidate_022,Continuing Care Assistant,0.003290462211954779,0.0,0.0,15
Candidate_022,Delivery Driver,0.006743627002607028,0.1458604613287437,14.59,7
Candidate_022,"Driver, Truck",0.0052356285325707245,0.08216313847929221,8.22,11
Candidate_022,Food Service Supervisor,0.005632480610664006,0.09892603011616166,9.89,8
Candidate_022,Information Technology (IT) Analyst,0.026964902558536608,1.0,100.0,1
Candidate_022,Inside Sales Representative,0.005422367648083223,0.09005093277468981,9.01,9
Candidate_022,Licensed Practical Nurse (L.P.N.),0.0051764923822980435,0.07966524837473397,7.97,12
Candidate_022,Office Administrator,0.007054320444575973,0.15898404260122787,15.9,6
Candidate_022,Office Manager,0.008113145239794537,0.203708428044681,20.37,4
Candidate_022,Restaurant Manager,0.004613505863901598,0.05588489664710673,5.59,14
Candidate_022,Retail Sales Associate,0.005416187832179427,0.0897898995332139,8.98,10
Candidate_022,Secondary School Teacher,0.004933493606682302,0.06940106590374999,6.94,13
Candidate_022,Software Developer,0.01609361170191826,0.5408005132341821,54.08,2
Candidate_023,Administrative Assistant,0.004302598171123016,0.3283002794688168,32.83,9
Candidate_023,Bookkeeper,0.004624841141154032,0.37944595165007333,37.94,7
Candidate_023,Continuing Care Assistant,0.002234144427018856,0.0,0.0,15
Candidate_023,Delivery Driver,0.004952283738227679,0.4314168968238224,43.14,5
Candidate_023,"Driver, Truck",0.002825629160231246,0.09387911321133594,9.39,14
Candidate_023,Food Service Supervisor,0.0060235791670458436,0.6014504736814922,60.15,3
Candidate_023,Information Technology (IT) Analyst,0.007121159870913693,0.7756559896841988,77.57,2
Candidate_023,Inside Sales Representative,0.0036816567648760967,0.22974587002858404,22.97,10
Candidate_023,Licensed Practical Nurse (L.P.N.),0.0035147133935770833,0.20324899737230454,20.32,12
Candidate_023,Office Administrator,0.00481251674105061,0.4092333965330669,40.92,6
Candidate_023,Office Manager,0.005832745396159871,0.5711617710733095,57.12,4
Candidate_023,Restaurant Manager,0.0031324591351958742,0.1425784698285294,14.26,13
Candidate_023,Retail Sales Associate,0.003677460819026511,0.22907989903504292,22.91,11
Candidate_023,Secondary School Teacher,0.004382752597310353,0.3410222079107613,34.1,8
Candidate_023,Software Developer,0.008534637827301295,1.0,100.0,1
Candidate_024,Administrative Assistant,0.003467837576592191,0.16134689510495553,16.13,10
