candidate_id,top_recommended_occupation,top_recommendation_score,top_recommendation_percentage,top_skill_percentage,top_semantic_percentage,top_demand_percentage,top_education_percentage,missing_skill_count,prioritized_skill_gaps,highest_priority_skill,highest_skill_priority_percentage,average_skill_priority_percentage,skill_development_action,skill_gap_status,final_rag_explanation,rag_explanation_source,final_rag_status,deployment_status
Candidate_011,Office Manager,0.7173995223248091,71.74,100.0,46.19,52.86,100.0,4,Speaking (69.14%); Active Listening (68.42%); Mathematics (54.14%),Speaking,69.14,54.71,"Develop priority skills: Speaking, Active Listening, Mathematics",Skill development recommended,"Recommendation: Office Manager is the Top-1 career recommendation for Candidate_011, with a hybrid recommendation score of 67.69. Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment. Priority skill gaps: Speaking (69.14% prescriptive priority; O*NET importance 4.00; required level 4.00) [RAG_DOC_0129]; Active Listening (68.42% prescriptive priority; O*NET importance 4.00; required level 3.88) [RAG_DOC_0122]; Mathematics (54.14% prescriptive priority; O*NET importance 2.75; required level 2.75) [RAG_DOC_0125]. Relevant occupational evidence: For Office Manager, O*NET lists the following occupational task: Develop work schedules according to budgets and workloads. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00). [RAG_DOC_0518] For Office Manager, O*NET lists the following occupational task: Supervise the work of office, administrative, or customer service employees to ensure adherence to quality standards, deadlines, and proper procedures, correcting errors or problems. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00). [RAG_DOC_0480] For Office Manager, O*NET lists the following occupational task: Participate in the work of subordinates to facilitate productivity or to overcome difficult aspects of work. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00). [RAG_DOC_0508] Canadian labour demand: The project-derived demand score for Office Manager is 52.86%, categorized as Moderate. For Office Manager in the Canadian labour-market dataset, there are 676 job postings and 1709 total vacancies across 13 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 52.86%. [RAG_DOC_0664] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Office Manager, the project crosswalk identifies 13 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0678] Integrated profile for Office Manager: O*NET occupation First-Line Supervisors of Office and Administrative Support Workers (43-1011.00); Job Zone 3; 48 O*NET education records; 58 training records; 13 mapped CIP programs; and 26 CIP-SOC mapping records. [RAG_DOC_0703] Supporting sources: RAG_DOC_0129 — O*NET [43-1011.00]; RAG_DOC_0122 — O*NET [43-1011.00]; RAG_DOC_0125 — O*NET [43-1011.00]; RAG_DOC_0518 — O*NET [43-1011.00]; RAG_DOC_0480 — O*NET [43-1011.00]; RAG_DOC_0508 — O*NET [43-1011.00]; RAG_DOC_0664 — Government of Canada Job Bank [13100]; RAG_DOC_0678 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0703 — Integrated O*NET-CIP Profile [43-1011.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready,Ready
Candidate_012,Software Developer,0.8458171720921132,84.58,100.0,100.0,22.91,100.0,3,Active Listening (52.72%); Writing (50.38%); Speaking (49.60%),Active Listening,52.72,50.9,"Develop priority skills: Active Listening, Writing, Speaking",Skill development recommended,"Recommendation: Software Developer is the Top-1 career recommendation for Candidate_012, with a hybrid recommendation score of 68.08. Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment. Priority skill gaps: Active Listening (52.72% prescriptive priority; O*NET importance 3.38; required level 3.88) [RAG_DOC_0162]; Writing (50.38% prescriptive priority; O*NET importance 3.25; required level 3.62) [RAG_DOC_0170]; Speaking (49.60% prescriptive priority; O*NET importance 3.12; required level 3.62) [RAG_DOC_0169]. Relevant occupational evidence: For Software Developer, O*NET lists the following occupational task: Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0256] For Software Developer, O*NET lists the following occupational task: Prepare reports or correspondence concerning project specifications, activities, or status. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0253] For Software Developer, O*NET lists the following occupational task: Develop or direct software system testing or validation procedures, programming, or documentation. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0250] Canadian labour demand: The project-derived demand score for Software Developer is 22.91%, categorized as Lower. For Software Developer in the Canadian labour-market dataset, there are 323 job postings and 344 total vacancies across 8 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 22.91%. [RAG_DOC_0672] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Software Developer, the project crosswalk identifies 20 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0673] Integrated profile for Software Developer: O*NET occupation Software Developers (15-1252.00); Job Zone 4; 12 O*NET education records; 29 training records; 20 mapped CIP programs; and 20 CIP-SOC mapping records. [RAG_DOC_0707] Supporting sources: RAG_DOC_0162 — O*NET [15-1252.00]; RAG_DOC_0170 — O*NET [15-1252.00]; RAG_DOC_0169 — O*NET [15-1252.00]; RAG_DOC_0256 — O*NET [15-1252.00]; RAG_DOC_0253 — O*NET [15-1252.00]; RAG_DOC_0250 — O*NET [15-1252.00]; RAG_DOC_0672 — Government of Canada Job Bank [21232]; RAG_DOC_0673 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0707 — Integrated O*NET-CIP Profile [15-1252.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready,Ready
Candidate_013,Software Developer,0.8458171720921132,84.58,100.0,100.0,22.91,100.0,5,Active Listening (52.72%); Writing (50.38%); Speaking (49.60%),Active Listening,52.72,46.8,"Develop priority skills: Active Listening, Writing, Speaking",Skill development recommended,"Recommendation: Software Developer is the Top-1 career recommendation for Candidate_013, with a hybrid recommendation score of 53.35. Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment. Priority skill gaps: Active Listening (52.72% prescriptive priority; O*NET importance 3.38; required level 3.88) [RAG_DOC_0162]; Writing (50.38% prescriptive priority; O*NET importance 3.25; required level 3.62) [RAG_DOC_0170]; Speaking (49.60% prescriptive priority; O*NET importance 3.12; required level 3.62) [RAG_DOC_0169]. Relevant occupational evidence: For Software Developer, O*NET lists the following occupational task: Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0256] For Software Developer, O*NET lists the following occupational task: Prepare reports or correspondence concerning project specifications, activities, or status. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0253] For Software Developer, O*NET lists the following occupational task: Develop or direct software system testing or validation procedures, programming, or documentation. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0250] Canadian labour demand: The project-derived demand score for Software Developer is 22.91%, categorized as Lower. For Software Developer in the Canadian labour-market dataset, there are 323 job postings and 344 total vacancies across 8 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 22.91%. [RAG_DOC_0672] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Software Developer, the project crosswalk identifies 20 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0673] Integrated profile for Software Developer: O*NET occupation Software Developers (15-1252.00); Job Zone 4; 12 O*NET education records; 29 training records; 20 mapped CIP programs; and 20 CIP-SOC mapping records. [RAG_DOC_0707] Supporting sources: RAG_DOC_0162 — O*NET [15-1252.00]; RAG_DOC_0170 — O*NET [15-1252.00]; RAG_DOC_0169 — O*NET [15-1252.00]; RAG_DOC_0256 — O*NET [15-1252.00]; RAG_DOC_0253 — O*NET [15-1252.00]; RAG_DOC_0250 — O*NET [15-1252.00]; RAG_DOC_0672 — Government of Canada Job Bank [21232]; RAG_DOC_0673 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0707 — Integrated O*NET-CIP Profile [15-1252.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready,Ready
Candidate_014,Software Developer,0.8458171720921132,84.58,100.0,100.0,22.91,100.0,4,Active Listening (52.72%); Writing (50.38%); Speaking (49.60%),Active Listening,52.72,50.22,"Develop priority skills: Active Listening, Writing, Speaking",Skill development recommended,"Recommendation: Software Developer is the Top-1 career recommendation for Candidate_014, with a hybrid recommendation score of 58.55. Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment. Priority skill gaps: Active Listening (52.72% prescriptive priority; O*NET importance 3.38; required level 3.88) [RAG_DOC_0162]; Writing (50.38% prescriptive priority; O*NET importance 3.25; required level 3.62) [RAG_DOC_0170]; Speaking (49.60% prescriptive priority; O*NET importance 3.12; required level 3.62) [RAG_DOC_0169]. Relevant occupational evidence: For Software Developer, O*NET lists the following occupational task: Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0256] For Software Developer, O*NET lists the following occupational task: Prepare reports or correspondence concerning project specifications, activities, or status. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0253] For Software Developer, O*NET lists the following occupational task: Develop or direct software system testing or validation procedures, programming, or documentation. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0250] Canadian labour demand: The project-derived demand score for Software Developer is 22.91%, categorized as Lower. For Software Developer in the Canadian labour-market dataset, there are 323 job postings and 344 total vacancies across 8 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 22.91%. [RAG_DOC_0672] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Software Developer, the project crosswalk identifies 20 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0673] Integrated profile for Software Developer: O*NET occupation Software Developers (15-1252.00); Job Zone 4; 12 O*NET education records; 29 training records; 20 mapped CIP programs; and 20 CIP-SOC mapping records. [RAG_DOC_0707] Supporting sources: RAG_DOC_0162 — O*NET [15-1252.00]; RAG_DOC_0170 — O*NET [15-1252.00]; RAG_DOC_0169 — O*NET [15-1252.00]; RAG_DOC_0256 — O*NET [15-1252.00]; RAG_DOC_0253 — O*NET [15-1252.00]; RAG_DOC_0250 — O*NET [15-1252.00]; RAG_DOC_0672 — Government of Canada Job Bank [21232]; RAG_DOC_0673 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0707 — Integrated O*NET-CIP Profile [15-1252.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready,Ready
Candidate_015,Food Service Supervisor,0.7574532664822402,75.75,100.0,48.8,68.33,100.0,0,No priority skill gaps identified,None,,,Maintain and strengthen existing skills for the recommended occupation,No priority skill gaps identified,"Recommendation: Food Service Supervisor is the Top-1 career recommendation for Candidate_015, with a hybrid recommendation score of 100.00. Strong match based on both baseline candidate features and weighted O*NET skill alignment. Skill-gap analysis: No missing O*NET skills were identified for the candidate's Top-1 occupation using the current matching method. Relevant occupational evidence: For Food Service Supervisor, O*NET lists the following occupational task: Perform personnel actions, such as hiring and firing staff, providing employee orientation and training, and conducting supervisory activities, such as creating work schedules or organizing employee time sheets. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00). [RAG_DOC_0423] For Food Service Supervisor, O*NET lists the following occupational task: Assess nutritional needs of patients, plan special menus, supervise the assembly of regular and special diet trays, and oversee the delivery of food trolleys to hospital patients. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00). [RAG_DOC_0421] For Food Service Supervisor, O*NET lists the following occupational task: Perform food preparation and serving duties, such as carving meat, preparing flambe dishes, or serving wine and liquor. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00). [RAG_DOC_0426] Canadian labour demand: The project-derived demand score for Food Service Supervisor is 68.33%, categorized as Moderate. For Food Service Supervisor in the Canadian labour-market dataset, there are 1061 job postings and 2524 total vacancies across 12 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 68.33%. [RAG_DOC_0661] Education pathway status: CIP pathway available. Review mapped CIP education pathways. Integrated profile for Food Service Supervisor: O*NET occupation First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00); Job Zone 2; 12 O*NET education records; 29 training records; 5 mapped CIP programs; and 5 CIP-SOC mapping records. [RAG_DOC_0694] For Food Service Supervisor, the project crosswalk identifies 5 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0684] Supporting sources: RAG_DOC_0423 — O*NET [35-1012.00]; RAG_DOC_0421 — O*NET [35-1012.00]; RAG_DOC_0426 — O*NET [35-1012.00]; RAG_DOC_0661 — Government of Canada Job Bank [62020]; RAG_DOC_0694 — Integrated O*NET-CIP Profile [35-1012.00]; RAG_DOC_0684 — CIP / Project Crosswalk [CIP2020]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready,Ready
Candidate_016,Software Developer,0.8458171720921132,84.58,100.0,100.0,22.91,100.0,2,Writing (50.38%); Monitoring (48.16%),Writing,50.38,49.27,"Develop priority skills: Writing, Monitoring",Skill development recommended,"Recommendation: Software Developer is the Top-1 career recommendation for Candidate_016, with a hybrid recommendation score of 79.96. Strong match based on both baseline candidate features and weighted O*NET skill alignment. Priority skill gaps: Writing (50.38% prescriptive priority; O*NET importance 3.25; required level 3.62) [RAG_DOC_0170]; Monitoring (48.16% prescriptive priority; O*NET importance 3.00; required level 3.50) [RAG_DOC_0166]. Relevant occupational evidence: For Software Developer, O*NET lists the following occupational task: Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0256] For Software Developer, O*NET lists the following occupational task: Prepare reports or correspondence concerning project specifications, activities, or status. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0253] For Software Developer, O*NET lists the following occupational task: Develop or direct software system testing or validation procedures, programming, or documentation. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0250] Canadian labour demand: The project-derived demand score for Software Developer is 22.91%, categorized as Lower. For Software Developer in the Canadian labour-market dataset, there are 323 job postings and 344 total vacancies across 8 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 22.91%. [RAG_DOC_0672] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Software Developer, the project crosswalk identifies 20 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0673] Integrated profile for Software Developer: O*NET occupation Software Developers (15-1252.00); Job Zone 4; 12 O*NET education records; 29 training records; 20 mapped CIP programs; and 20 CIP-SOC mapping records. [RAG_DOC_0707] Supporting sources: RAG_DOC_0170 — O*NET [15-1252.00]; RAG_DOC_0166 — O*NET [15-1252.00]; RAG_DOC_0256 — O*NET [15-1252.00]; RAG_DOC_0253 — O*NET [15-1252.00]; RAG_DOC_0250 — O*NET [15-1252.00]; RAG_DOC_0672 — Government of Canada Job Bank [21232]; RAG_DOC_0673 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0707 — Integrated O*NET-CIP Profile [15-1252.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready,Ready
Candidate_017,Administrative Assistant,0.7025427323425103,70.25,100.0,47.1,43.85,100.0,2,Monitoring (55.76%); Science (23.54%),Monitoring,55.76,39.65,"Develop priority skills: Monitoring, Science",Skill development recommended,"Recommendation: Administrative Assistant is the Top-1 career recommendation for Candidate_017, with a hybrid recommendation score of 87.71. Strong match based on both baseline candidate features and weighted O*NET skill alignment. Priority skill gaps: Monitoring (55.76% prescriptive priority; O*NET importance 3.12; required level 3.25) [RAG_DOC_0026]; Science (23.54% prescriptive priority; O*NET importance 1.00; required level 0.00) [RAG_DOC_0028]. Relevant occupational evidence: For Administrative Assistant, O*NET lists the following occupational task: Perform payroll functions, such as maintaining timekeeping information and processing and submitting payroll. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00). [RAG_DOC_0605] For Administrative Assistant, O*NET lists the following occupational task: Set up and manage paper or electronic filing systems, recording information, updating paperwork, or maintaining documents, such as attendance records, correspondence, or other material. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00). [RAG_DOC_0590] For Administrative Assistant, O*NET lists the following occupational task: Collect and deposit money into accounts, disburse funds from cash accounts to pay bills or invoices, keep records of collections and disbursements, and ensure accounts are balanced. O*NET occupation: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00). [RAG_DOC_0606] Canadian labour demand: The project-derived demand score for Administrative Assistant is 43.85%, categorized as Moderate. For Administrative Assistant in the Canadian labour-market dataset, there are 812 job postings and 890 total vacancies across 11 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 43.85%. [RAG_DOC_0666] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Administrative Assistant, the project crosswalk identifies 2 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0680] Integrated profile for Administrative Assistant: O*NET occupation Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014.00); Job Zone 2; 12 O*NET education records; 29 training records; 2 mapped CIP programs; and 2 CIP-SOC mapping records. [RAG_DOC_0688] Supporting sources: RAG_DOC_0026 — O*NET [43-6014.00]; RAG_DOC_0028 — O*NET [43-6014.00]; RAG_DOC_0605 — O*NET [43-6014.00]; RAG_DOC_0590 — O*NET [43-6014.00]; RAG_DOC_0606 — O*NET [43-6014.00]; RAG_DOC_0666 — Government of Canada Job Bank [13110]; RAG_DOC_0680 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0688 — Integrated O*NET-CIP Profile [43-6014.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready,Ready
Candidate_018,Food Service Supervisor,0.7854482656329288,78.54,100.0,56.79,68.33,100.0,0,No priority skill gaps identified,None,,,Maintain and strengthen existing skills for the recommended occupation,No priority skill gaps identified,"Recommendation: Food Service Supervisor is the Top-1 career recommendation for Candidate_018, with a hybrid recommendation score of 100.00. Strong match based on both baseline candidate features and weighted O*NET skill alignment. Skill-gap analysis: No missing O*NET skills were identified for the candidate's Top-1 occupation using the current matching method. Relevant occupational evidence: For Food Service Supervisor, O*NET lists the following occupational task: Perform personnel actions, such as hiring and firing staff, providing employee orientation and training, and conducting supervisory activities, such as creating work schedules or organizing employee time sheets. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00). [RAG_DOC_0423] For Food Service Supervisor, O*NET lists the following occupational task: Assess nutritional needs of patients, plan special menus, supervise the assembly of regular and special diet trays, and oversee the delivery of food trolleys to hospital patients. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00). [RAG_DOC_0421] For Food Service Supervisor, O*NET lists the following occupational task: Perform food preparation and serving duties, such as carving meat, preparing flambe dishes, or serving wine and liquor. O*NET occupation: First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00). [RAG_DOC_0426] Canadian labour demand: The project-derived demand score for Food Service Supervisor is 68.33%, categorized as Moderate. For Food Service Supervisor in the Canadian labour-market dataset, there are 1061 job postings and 2524 total vacancies across 12 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 68.33%. [RAG_DOC_0661] Education pathway status: CIP pathway available. Review mapped CIP education pathways. Integrated profile for Food Service Supervisor: O*NET occupation First-Line Supervisors of Food Preparation and Serving Workers (35-1012.00); Job Zone 2; 12 O*NET education records; 29 training records; 5 mapped CIP programs; and 5 CIP-SOC mapping records. [RAG_DOC_0694] For Food Service Supervisor, the project crosswalk identifies 5 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0684] Supporting sources: RAG_DOC_0423 — O*NET [35-1012.00]; RAG_DOC_0421 — O*NET [35-1012.00]; RAG_DOC_0426 — O*NET [35-1012.00]; RAG_DOC_0661 — Government of Canada Job Bank [62020]; RAG_DOC_0694 — Integrated O*NET-CIP Profile [35-1012.00]; RAG_DOC_0684 — CIP / Project Crosswalk [CIP2020]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready,Ready
Candidate_019,Office Manager,0.72111843045672,72.11,100.0,47.25,52.86,100.0,3,Speaking (69.14%); Active Listening (68.42%); Science (27.14%),Speaking,69.14,54.9,"Develop priority skills: Speaking, Active Listening, Science",Skill development recommended,"Recommendation: Office Manager is the Top-1 career recommendation for Candidate_019, with a hybrid recommendation score of 74.62. Strong match based on both baseline candidate features and weighted O*NET skill alignment. Priority skill gaps: Speaking (69.14% prescriptive priority; O*NET importance 4.00; required level 4.00) [RAG_DOC_0129]; Active Listening (68.42% prescriptive priority; O*NET importance 4.00; required level 3.88) [RAG_DOC_0122]; Science (27.14% prescriptive priority; O*NET importance 1.00; required level 0.00) [RAG_DOC_0128]. Relevant occupational evidence: For Office Manager, O*NET lists the following occupational task: Develop work schedules according to budgets and workloads. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00). [RAG_DOC_0518] For Office Manager, O*NET lists the following occupational task: Supervise the work of office, administrative, or customer service employees to ensure adherence to quality standards, deadlines, and proper procedures, correcting errors or problems. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00). [RAG_DOC_0480] For Office Manager, O*NET lists the following occupational task: Participate in the work of subordinates to facilitate productivity or to overcome difficult aspects of work. O*NET occupation: First-Line Supervisors of Office and Administrative Support Workers (43-1011.00). [RAG_DOC_0508] Canadian labour demand: The project-derived demand score for Office Manager is 52.86%, categorized as Moderate. For Office Manager in the Canadian labour-market dataset, there are 676 job postings and 1709 total vacancies across 13 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 52.86%. [RAG_DOC_0664] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Office Manager, the project crosswalk identifies 13 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0678] Integrated profile for Office Manager: O*NET occupation First-Line Supervisors of Office and Administrative Support Workers (43-1011.00); Job Zone 3; 48 O*NET education records; 58 training records; 13 mapped CIP programs; and 26 CIP-SOC mapping records. [RAG_DOC_0703] Supporting sources: RAG_DOC_0129 — O*NET [43-1011.00]; RAG_DOC_0122 — O*NET [43-1011.00]; RAG_DOC_0128 — O*NET [43-1011.00]; RAG_DOC_0518 — O*NET [43-1011.00]; RAG_DOC_0480 — O*NET [43-1011.00]; RAG_DOC_0508 — O*NET [43-1011.00]; RAG_DOC_0664 — Government of Canada Job Bank [13100]; RAG_DOC_0678 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0703 — Integrated O*NET-CIP Profile [43-1011.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready,Ready
Candidate_020,Software Developer,0.8313342789746709,83.13,95.86,100.0,22.91,100.0,4,Active Listening (52.72%); Speaking (49.60%); Monitoring (48.16%),Active Listening,52.72,45.91,"Develop priority skills: Active Listening, Speaking, Monitoring",Skill development recommended,"Recommendation: Software Developer is the Top-1 career recommendation for Candidate_020, with a hybrid recommendation score of 63.86. Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment. Priority skill gaps: Active Listening (52.72% prescriptive priority; O*NET importance 3.38; required level 3.88) [RAG_DOC_0162]; Speaking (49.60% prescriptive priority; O*NET importance 3.12; required level 3.62) [RAG_DOC_0169]; Monitoring (48.16% prescriptive priority; O*NET importance 3.00; required level 3.50) [RAG_DOC_0166]. Relevant occupational evidence: For Software Developer, O*NET lists the following occupational task: Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0256] For Software Developer, O*NET lists the following occupational task: Prepare reports or correspondence concerning project specifications, activities, or status. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0253] For Software Developer, O*NET lists the following occupational task: Develop or direct software system testing or validation procedures, programming, or documentation. O*NET occupation: Software Developers (15-1252.00). [RAG_DOC_0250] Canadian labour demand: The project-derived demand score for Software Developer is 22.91%, categorized as Lower. For Software Developer in the Canadian labour-market dataset, there are 323 job postings and 344 total vacancies across 8 provinces or territories represented in the dataset. The project-derived Canadian labour-demand score is 22.91%. [RAG_DOC_0672] Education pathway status: CIP pathway available. Review mapped CIP education pathways. For Software Developer, the project crosswalk identifies 20 mapped CIP education program pathways. Status: CIP pathway available. [RAG_DOC_0673] Integrated profile for Software Developer: O*NET occupation Software Developers (15-1252.00); Job Zone 4; 12 O*NET education records; 29 training records; 20 mapped CIP programs; and 20 CIP-SOC mapping records. [RAG_DOC_0707] Supporting sources: RAG_DOC_0162 — O*NET [15-1252.00]; RAG_DOC_0169 — O*NET [15-1252.00]; RAG_DOC_0166 — O*NET [15-1252.00]; RAG_DOC_0256 — O*NET [15-1252.00]; RAG_DOC_0253 — O*NET [15-1252.00]; RAG_DOC_0250 — O*NET [15-1252.00]; RAG_DOC_0672 — Government of Canada Job Bank [21232]; RAG_DOC_0673 — CIP / Project Crosswalk [CIP2020]; RAG_DOC_0707 — Integrated O*NET-CIP Profile [15-1252.00]. Limitation: This recommendation is a decision-support output rather than a guaranteed career outcome. The recommendation and demand scores are project-derived analytical measures and should be considered together with candidate preferences, experience, current labour-market conditions, and human career guidance.",Original aligned Week 7 RAG explanation,Ready,Ready
